user;waktu;ulasan;sentimen
Gunawan;4 tahun lalu;Tempatnya bagus..kl kesini disarankan rombongan;Positif
navi son;3 tahun lalu;"Untuk pengelolaan bukit jadih tolong ditertibkan banyak iuran
masuk kampung bayar..
pintu masuk bayar... …";Netral
Mokhamad Najib;5 bulan lalu;Cukup kreatif dengan spot photo instagramable...;Netral
Harris Taufik;2 tahun lalu;Keren.. aksesnya yg susah masih jadi satu dg truk material;Positif
mugowasono;8 bulan lalu;Bukit kapur bekas tambang yang eksotik;Netral
Anang Cozz;4 tahun lalu;Sepi, kurang terawat, akses jalan menuju lokasi banyak yang rusak.;Netral
Ulin Chanel;4 tahun lalu;Masih alami dan tradisional, penambangan kapurnya masih aktif sehingga agak mengganggu pariwisata, pengelolaan masih kurang profesional;Netral
Elf Stealth;4 tahun lalu;Puanas.... BerHati hati Banyak Pungutan Tiket Liar... Mengatas Namakan Wisata Bukit Jeddih... jangab Sampai Salah Masuk... Mending Mengikuti Kendaraan Besar Atau Truk... Karena Banyak Gang Gang Kecil Trus Dikasih Tulisan ke Bukit Jeddih …;Netral
Eka Sahla;4 tahun lalu;Tempat bagus nih buat ngisi liburan bareng keluarga, yang lagi stress pengen cuci mata cocok banget;Positif
Anna Ariani Sale;2 tahun lalu;Tempat ini secara alami sdh bagus tapi perlu ditata spy lebih baik lagi jg sarana umum spy ditambah. Tx;Positif
sanoe dhie;3 tahun lalu;Tempatnya bagus sebenernya cuma sayang aja masih belum ada rambu2 atau petunjuk arah jadi orang pendatang pasti masih bingung...;Positif
Bang SUB;5 tahun lalu;Lokasi Makin Keren, Pengelolaan diperbaiki biar pengunjung semakin nyaman;Positif
Nadia Pramu Shinta;3 tahun lalu;Jangan lupa bawa kacamata,  masker,  sama payung ya gesss,,  banyak debu,  panas,  tapi view nya bangus kok lagi di renov gitu,,,;Netral
Aria Sarlito;5 tahun lalu;Banyak pungli di setiap objek foto.;Negatif
masyita masya;2 tahun lalu;tempatnya bagus, keren, lebih kearah wisata pemandangan lah ya;Positif
IAS RAHMAN;9 bulan lalu;Awal dateng berasa kok gini doang, pas di area bukit tiba2 disamperin orang sana trus diarahkan ke tempat spot2 Poto, pas ke lokasi ternyata emang cukup asik, banyak spot indah, saran kebersihan lebih diperhatikan dan juga akan semakin …;Positif
Rian Hidayat;4 bulan lalu;Takjub sama pemandangan di sini.sangat luar biasa.bukit jaddih ini bekas tambang batu kapur ya gess;Netral
Sardonani Rayanita;5 bulan lalu;Bagus untuk foto2;Positif
Arifin Driver72;setahun lalu;Sangatlah sayang lokasi ini, sekarang sepi karena dampak Corona;Netral
Dedi Wahyudi;4 tahun lalu;Tempatnya bagus, cuma di kelola warga lokal dan ada pungli juga sebelum masuk wisata.;Positif
jojo pietersz;3 tahun lalu;"Keren....
Pas panasan kerennya...
?????? …";Positif
Hayu Esty;8 bulan lalu;Bgus sihh, cm sepi;Netral
Ulil Ma;9 bulan lalu;Salah satu wisata yg recomend di Bangkalan Madura;Netral
Angela Merry Krisdiana;3 tahun lalu;Tempatnya sangat panas jika tidak musim hujan.kalau kesana dihimbau bawa masker dan topi bila perlu pakai sunblock;Netral
arma Bejo;4 tahun lalu;Recomended. Jalan tdk susah. Jgn lpa bawa topi. Masker kacamata hitam;Netral
Fajar Dewa Adiguna;4 tahun lalu;"Datang sblm semuanya berubah jd lumut
.. mumpung masih berwarna putih ?? …";Netral
ytsE 3as2ti;4 tahun lalu;Salah satu destinasi wisata di pulau Madura. Merupakan pegunungan kapur yang ditambang oleh warga. Panas iya. Tapi semua itu terbayar dengan pemandangan indah tempat itu;Positif
Ian Gabe Sinaga;5 tahun lalu;Bukit kapur yang masih ditambang. Menyajikan keindahan bekas galian yang bagus, sedang dalan tahap pengembangan juga;Positif
kholidah Wahyuni;5 tahun lalu;panas penuh debu banyak tempat yg berbayar untuk masuk ke akses yg kita ingini tapi bagus sih pemandangannya instragamable banget..;Positif
Desy Indraw;5 tahun lalu;Tempat yang Bagus..  Saran datang saat pagi atau agak sore..  Karena panas... ???;Positif
Prophana Handi;3 tahun lalu;Msh banyak kurangnya dan perawatan..... Baik itu petunjuk arah, dan tempat yg bagus buat spot foto...;Positif
Yosi Amalia Santi;5 tahun lalu;Sangat unik dan menarik untuk dikunjungi. Namun sayang sekali pada saat musim kemarau airnya menguning, tidak biru seperti kebanyakan foto yang beredar. Bila kesini juga harus hati-hati dengan debu, jangan lupa siapkan masker.;Netral
Nindy Dea;4 tahun lalu;Pas mendung kesini oke lah. Tapi kalau pas panas ya wow rasanya pasti...;Netral
Darwis N.a.;3 tahun lalu;Tempat bagus untuk hunting foto dan rekreasi keluarga;Positif
ignatia ida;4 tahun lalu;Bukit kapur yg diukir indah. Sayang berdebu karena masih ditambang kapurnya;Positif
Jp Ade;4 tahun lalu;Bagus, tp masih dalam renovasi. Mungkin kalau sudah jadi akan sangat bagus;Positif
Zaenal Zakariazen;5 tahun lalu;Bukit jaddih Bangkalan merupakan bukit kapur yang masih aktif. Jadi banya pekerja yang melakukan aktivitas penambangan di tempat tersebut. Sebagian spot bekas penambangan dapat anda gunakan sebagai wahana wisat. Di sana terdapat kolam …;Netral
Erwin Brewok;5 tahun lalu;Perbukitan kapur yg lg d olah untuk wisata batu kapur;Netral
Jeng Asih;5 tahun lalu;Bukit Jaddih Madura , keren lokasinya seperti berasa ada di luar negri, cocok juga untuk yg suka berpetualang ?????? …;Positif
Therry Martien;5 tahun lalu;Tempat yang sangat indah,dan saya sarankan jika anda ingin berkunjung ke tempat ini jangan lupa bawa masker, karena angin cukup kencang;Positif
Januar Sugiarto;4 tahun lalu;Panas dan berdebu...sebelum kesana baiknya siapkan masker, kacamata, topi dan payung...mohon retribusi biaya masuk jgn terlalu banyak;Netral
Istiqomah Ardiyanto;4 tahun lalu;Tempat bagus, cuman banyak pungli. Tiket masuk 20rb.. Trus di dalam, eh masih ditarik uang parkir 20rb;Positif
Rita Sehan;3 tahun lalu;Hanya pemandangan bukit kapur saja, selebihnya tidak ada apa2 disana, danau nya juga kering;Netral
Yuliarta Kurnia Pramai Sella;11 bulan lalu;Ketika melihat pola kerukannya, nambangnya penuh dgn perhitungan.;Netral
Tommy Hutama;9 bulan lalu;Lokasi wisata dikelola oleh masyarakat sekitar, sehingga menimbulkan kesan yang amburadul. Tidak ada lokasi parkir yang memadai. Harga tiket relatif murah, 5rb/orang.;Positif
Rina Andriani;4 tahun lalu;Belum terawat, masih banyak pungli utk tiket masuk;Negatif
Ananda Nico Ardiansyah;5 tahun lalu;Tempat cocok untuk rekreasi. Namun hati2 untuk yang berangkat sendirian atau berduaan. Karena banyak begal;Netral
Ricky Marlissa;setahun lalu;"Spot Foto dengan latar bukit kapur bekas galian tambang.

Toilet gelap tdk ada lampu. …";Netral
Nunung Wahyudi SP;setahun lalu;Lahan luas ... cocok buat wisata yg dekat dengan Surabaya. Buat foto-foto prewedding, dan keluarga. Tiket parkir motor 10rb .dan tikect  masuk 5000 perorangan.  Disarankan bawa payung , dan kondisi sehat supaya bisa jalan² tanjakan bisa di …;Netral
RINA AZCHAR;4 tahun lalu;Tempat wisatanya lumayan bagus, tp panas;Positif
fardha fadillah;3 tahun lalu;"Bagus sih tmpt nya??, tp nggak ada tmpt buat berteduh
Panas bgt???? …";Positif
Dyah Ayu NS;5 tahun lalu;Tempat tambang kapur. Bagus tempatnya. Sayangnya jalan kecil menuju lokasi kalau habis hujan jadi becek berlumpur. Sehingga agak berbahaya untuk pengendara motor.;Positif
Bayu Adi Wibowo;5 tahun lalu;"tidak seindah dan sebagus 1-2 tahun lalu
kondisi danau buatan sangat mengenaskan";Positif
Adista Cista;4 tahun lalu;Keren pemandangannya sayangnya jalannya kurang terbenahi;Positif
Thobias Andhika;4 tahun lalu;Tempatnya menarik kalau di explore lagi, banyak hidden spot yang sepi banget jauh dari wisatawan pada umunya.;Netral
karlos david;4 bulan lalu;"Wajib sun glasses & sun cream
Selebihnya wow & indah";Positif
Muhammad Farid;4 tahun lalu;Keren, sebuah tempat bekas pertambangan yg dijadikan tempat wisata;Positif
dianawek dian;3 tahun lalu;"Keren bnget.. Unik dengan ukiran batu kapur yg dibentuk sedemikian rupa

Cukup dengan 35rb saja..  Video lebih lanjut bisa tonton dichannel
youtube dianawek dian";Positif
blue night;4 tahun lalu;Bagus rek..cm kl k sana bagusan pas sunset ato pagi sekalian;Positif
Rommy Perdana Putra;3 tahun lalu;Banyak preman dan panas sekali. Jadi tidak nyaman untuk berwisata.;Netral
rya arista;4 tahun lalu;Danaunya kyk gak terawat, aksesnya jg kurang bagus, tp mayan seh buat foto2;Positif
Incam Sudarmadi;2 tahun lalu;Mestinya ada wisata pakai jeep dari suramadu ke bukit jaddih.. kebayang asyiknya sih lewat sawah2, jalan makadam dan bisa muter2 di bukit ???? …;Netral
AR1 CHANEL;4 tahun lalu;Tempat nya bagus,  sangat di sayangkan Pungli Pungli juga,  jalan masuk lokasi juga sangat bagus  dan Sangat di harapkan dinas parawisata yamg berkaitan Tolong di benahi.;Positif
budi mega prasetyo;4 tahun lalu;Penambangan kapur yang dijadikan obyek wisata. Lebih besar dari tebing breksi, sangat potensial. Masih sedang dikembangkan;Netral
JUANDFI CHANNEL;4 tahun lalu;Sangat bagus dan keren buat foto..;Positif
Paramita Setiarani;4 tahun lalu;Tempatnya bagus, sayang panas nya menyengat.;Positif
Hari Hartono;4 tahun lalu;Bagus sekali. Sangat potential untuk dikembangkan. Akses jalan dan pengelolaan obyek wisata perlu ditingkatkan;Positif
anthony enrico;5 tahun lalu;Pemandanganya bagus, klo kesini mendingan di sore hari. Supaya tidak kena terik matahari yg panas;Positif
vina mila;setahun lalu;Nice place n klo pinter cari spot foto pasti kece .. ???? …;Netral
arum “Sari” puspa sari;5 tahun lalu;Bagus tapi menyeramkan ??. Kalo berangkat sama2 cewe. Jalanan curam. Mending naik mobil pas kesini soalnya debunya bertebaran. Trus danaunya kalo pas musim panas ijo enggak biru lagi. …;Positif
Kimi Hikari;3 tahun lalu;Disini pemandangan dari atas sangatlah indah, dengan dikelilingi pegunungan kapur. Menjadi tempat yang sangat menarik;Positif
Septian Anom Atmojo (Anom);4 tahun lalu;Nggak tau sih, menurutku sistem administrasi nya kurang tertata, but lumayan;Netral
Mas Purwo (Mas Purwo);4 tahun lalu;Buat spot photo aja sih klo LG kemarau;Netral
HONDA ASTREA SERIES Surabaya - Sidoarjo;2 tahun lalu;"Akibat keserakahan manusia bukit jaddih lama"" akan hilang";Netral
Demes Mustika;4 tahun lalu;Panas. Dan mahal tiket nya. Masa disuruh bayar 2 kali. 2 org 40rb . Tempat nya mengecewakan. Parahh;Negatif
Maulida al fita;4 tahun lalu;Tempat nya bagus untuk tiket masuk 30. Kalau mau naik keatas harus nambah biaya padahal tmpt sama saja;Positif
Dwi Rahmawan;5 tahun lalu;Ada perahu buat foto ada juga kolam renang;Netral
bedjo setijawan;3 tahun lalu;Tempat wisatanya bagus eksotis,,,bagus utk wawasan perbukitan keras;Positif
binda banatau;5 tahun lalu;Pilihan wisata yang bagus, hanya saja terlalu banyak preman. Dikit2 bayar.;Positif
Leni Edi;4 tahun lalu;Tempatnya artistik ..bagus u foto spot.. cuman agak panas..;Positif
Teguh Sinulingga;4 tahun lalu;Tempat penggalian kapur yang dijadikan tempat wisata;Netral
Rio Zulfikar;4 tahun lalu;Bukitnya tidak buruk, lumayan buat foto2, hawanya panas;Netral
Yeni Sisnawati;4 tahun lalu;Jng bagus viewnya utk swa berfoto;Positif
Tya Tiyul;2 tahun lalu;Akses masih buruk, akan lebih baik juga jika diberikan penunjuk arah masuk dan keuar. Karena sangat membingungkan;Netral
Agus Yuliyanto;2 tahun lalu;"View nya bagus
Tempatnya dingin dan sejuk";Positif
Rian Prio Bramantio;4 tahun lalu;Perlu ditingkatkan dan dikembangkan lagi agar lebih atraktif dan menarik.;Netral
Egha Fitri;5 tahun lalu;Bagus...tapi panasnya mintak ampunnnn??gpp yg penting seru?? …;Positif
Hidayat Hadi;4 tahun lalu;"Bagusss sekali cumaa PUNGLINYA ITULOHH....  WAGELASEEEHH!!  bikin gak lagi lagi kesana sebelum bener bener di atur tur tur..  Jalan berapa meter bayar ...jalan lagi bayar...  Jalan lagi bayar...  -.-"") keterlaluan sih menurutku.";Positif
fitri octavianie;4 tahun lalu;Tempat nya keren banget.. Dri awal. Masuk ada pungutan biaya...;Positif
sulis susantok;4 tahun lalu;Kurangnya penunjuk jalan, lokasi yg berdebu namun di goa pote lumayan dingin dan sejuk,  lokasi berdebu karena area tambang batu kapur;Netral
Fiko Agung;4 tahun lalu;Pertambangan kapur yang di jadikan objek wisata,  ada goa2 buatan,  danau dan tebing2 kapur.;Netral
Arul Varizers;11 bulan lalu;Bukit jaddih merupakan destinasi yang menarik untuk dikunjungi ketika berada di Madura. Bukit Jaddih ialah destinasi berupa tambang kapur yang memiliki pemandangan yang Instagramable. …;Netral
Niko San;5 tahun lalu;Danau yang di bawah kurang bagus. Lebih bagus naik le atas bukitnya. Viewnya mantap.;Positif
Innararetya Khadijah6A;3 tahun lalu;Bulan Agustus kesana..  Danaunya surut.. pdhal klo pas airnya penuh lebih bagus;Positif
M. Hilal Nur Anshori (Hils);4 bulan lalu;"Lagi lagi
SDM nya penduduk sana?? …";Netral
Versaputra Avecenna;11 bulan lalu;Oct 2022, ga seputih tahun 2016.;Netral
oyik oyik;5 tahun lalu;Tempat nan indah dan sempurna untuk berpose serasa berada di dunia dongeng;Positif
Adventina Permata cahya;4 tahun lalu;Banyak tukang parkir abal2 yang minta biaya parkir padahal kami sudah bayar parkir di depan, selebihnya bagus viewnya;Positif
Rama Dani;setahun lalu;Pemandangannya sangat ?????? …;Netral
Asriandi Kautsar;8 bulan lalu;Melihat tambang kapur yg diubah jadi obyek wisata. Pakai sunscreen atau alat pelindung, di siang hari panas sekali;Netral
Benediktus Kristiadi;4 tahun lalu;Kerennn tempatnya cocok untuk bersantaii ?? …;Positif
Muhammad bin rachmad;5 bulan lalu;Setelah nyampe kita disuguhkan hamparan bukit kapur yg indah;Positif
Fitri Handayani;4 tahun lalu;Semua bagus..  Sayangnya toiletnya airnya kotor;Positif
Bangun Pagi;3 tahun lalu;sangat recomend sayang banyak pungli. harus ditindak tegass;Negatif
budiharjo gitowiryono;4 tahun lalu;pada dasarnya bagus, namun masih perlu banyak perbaikan dan pengembangan;Positif
elizabeth wulandari;5 tahun lalu;Bagus tapi panas bgt, banyak restribusi yg gak jelas, penunjuk arah tidak jelas;Positif
Info Property Malang & Batu;3 tahun lalu;Tempat penambangan batu kapur, hati-hati untuk pengunjung dengan kendaraan roda 2 lebih baik pergi berkelompok.mi;Netral
Annyssa Maylia;4 tahun lalu;Pas otw kesana harus hati2 soalnya banyak banget yg narikin uang gk jelas. Terus tiba2 pas udh diatas dimintain uang tiket msuk padahal td d bawah udh bayar.  Hati2 ya guys;Netral
Annisa Fira;5 tahun lalu;Tempatnya bagus buat foto. Biayanya murah meriah,cuma 10 ribu per 2 orang plus motor.;Positif
Dian Andriani;11 bulan lalu;Bukit Yang Bagus dan Indah gk rugi rekreasi ke sini;Positif
anita suryani;10 bulan lalu;Sepiiiiii g ad apa2 nyaaa .. kurang seru;Netral
Januar Khaidir;2 bulan lalu;Mungkin lebih bagus kesana klo musim hujan;Positif
The OinK;4 tahun lalu;Bagus tempat nya... tapi jalan menuju lokasi perbaikin dunk....;Positif
alifah febrian;3 tahun lalu;Walaupun panas dan debu, tapi ntah lah suka aja sama tempat ini.. kece bgttt ???????? …;Netral
Pak Ardi Ganteng;setahun lalu;Panas kalo siang... Tapi kalo pagi atau sore lebih aku saranin sih;Netral
Rio Al-Hilmiy;5 tahun lalu;Sudah mulai di perbaiki menjadi tempat Wisata;Netral
Yuliana Ana;4 tahun lalu;Tempatnya panas siap2 bawa payung. Terlalu banyak retribusi menjengkelkan.;Netral
Stefani Gabriela;5 tahun lalu;Bagus tetapi terlalu banyak pungutan liar.;Positif
Rini Cahaya;4 bulan lalu;Keren tempat ya buat yg suka foto2 vibes ya mantap;Positif
Abdillah MT;5 tahun lalu;Bukit kapur yang indah. Terdapat danau kecil berwarna biru di lembahnya. Bagus unutk wisata disekitar Madura dekat dengan jembatan Suramadu.;Positif
Dyah Anr;4 tahun lalu;"Tempatnya asli, asli panas??
Untuk masuk kesana kudu bayar 3x
Pertama seikhlasnya …";Netral
okta viana nurrohmah;5 tahun lalu;Tambang batu putih di Madura menjadi daya tarik wisata;Netral
Vina Himma;4 tahun lalu;Bagus banget tempatnyaa. Cocok buat refreshing;Positif
Adi Irawan;5 tahun lalu;Panas sekali, tapi untuk view foto banyak spot yang keren;Positif
Anna Dh;setahun lalu;Sukaaa banget  panoramanya dan terima kasih banyak buat bpak yg fotoin kita;Netral
073_ Nanda D Kartika;5 tahun lalu;Bagus untuk dikunjungi, untuk teman2 yang lagi main kemadura;Positif
Latiful Hisyam;5 tahun lalu;Tempat nya asi...pemandangan nya juga  agus cocok buat yang suka adventure;Netral
Erza Minatullah;5 tahun lalu;Puanase poll! Tapi keren banget lah buat pepotoan!!;Positif
Alfan Ramadhan;5 tahun lalu;"Ini tempat yang indah dan ini bisa untuk di petualangan ni
Dan bisa ngajak keluarga dan teman teman";Positif
Sal Sali;4 tahun lalu;Bagus buat spot foto. Tapi kalo kesana disarankan lewat Bangkalan Kota untuk yg cuma rombongan 2 orang atau 4 orang;Positif
Sardani Muhammad;5 tahun lalu;Bukit dgn panorama yg luar biasa indah..;Positif
No Name;4 tahun lalu;Puanas,persiapan bawa kacamata hitam biar ngga silau;Netral
Rocky Hermawan (Rocky);5 tahun lalu;Tempatnya sih bagus tapi tempatnya berdebu, lokasinya agak masuk dari jalan utama;Positif
muhammad fauzi;9 bulan lalu;Viewnya bagus, tapi belum di tata dengan baik...;Positif
Martinus Ng;setahun lalu;Wisata tambang batu kapur. Mungkin karena belum di kelola baik jadi fasilitas seadanya. Masuk gerbang dipungut Rp 20.000. Sampai dalam setengah dipaksa bayar Rp 5000 tanpa karcis. Buat foto2 cukup bagus dan ada danau buatan dan goa goa;Positif
enna najma;4 tahun lalu;Wisata alam dengan memanfaatkan bekas pertambangan, sangat cocok untuk selfi, lokasinya juga dekat dengan makam mbah kholil;Netral
Ersa Azizah;3 tahun lalu;Saran saya kalau kesini menjelang sore aja supaya matahari agak redup. Mengingat tanahnya adalah batu kapur, warnanya putih, jadi silau banget di mata. Sumpah. Kalian wajib pake kacamata hitam biar mantap foto2nya. …;Netral
Lucky Indriana;setahun lalu;Tidak direkomendasikan untuk mengendarai sepeda motor karena medan berupa batuan kapur berlumut yang bisa menyebabkan sepeda motor tergelincir. Sedia sunscreen dan masker karena suhu udara sangat panas dan berdebu akibat proses penambangan batuan kapur.;Netral
Bebe Donk;setahun lalu;"Wisata eks penambangan batu (kapur)

Waktu akan masuk ke lokasi wisata, pengunjung dikenakan bea masuk : …";Netral
arief;3 tahun lalu;Tempatnya panas kalok siang hari tapi semua itu terbayarkan dengan view yg begitu indah....;Positif
arfan wijaya;3 tahun lalu;Tambang bukit kapur yg lumayan cantik... Sayangnya kebanyakan yg narik duit. Ga jelas mana yg resmi mana yg bukan.;Positif
Farouk Yufara;5 tahun lalu;klo hari libur atau tanggal merah rame bgt..akses lwt sana lebih enak arah dr terminal bangkalan;Netral
Aditya Nugroho;4 tahun lalu;Tempatnya bagus buat foto foto dan unik;Positif
Salama Amah;setahun lalu;Minusnya cuma kurang terawat aja;Netral
yosua christian;4 tahun lalu;Tempatnya Bagus, tpi tidak pengelolaan dari pemerintahan, jadi pemalakan liar masih sering ditemui;Positif
kentank;4 tahun lalu;Tempatnya bagus di luar ekspektasi, untuk masuknya kemaren gratis sih pas pagi, gatau tapi bayar atau ga.;Positif
Depi Kurnia;8 bulan lalu;Sangat eksotis dan bagus;Positif
dayat rahmad;5 tahun lalu;Sudah dua kali kesini view nya gak kalah sama yg diluar negri apa lagi saya sudah kedua kali ke bukit jeddih audah banyak yg diperbaiki ramah untuk wisata;Netral
Hesti Dewie;3 tahun lalu;"viewnya bagus ....
musti bawa kacamata hitam biar g silau krn pantulan tebing";Positif
Agus Budianto;2 tahun lalu;Semakin keren saja bukit kapur yang ada di ujun barat pulau madura ini ???? …;Positif
teambull gerry;3 tahun lalu;Bagus dan indah sayang kurang dikelola dengan baik sebagai obyek wisata;Positif
bibit rosida;4 tahun lalu;Bukan kali pertama kesini... Tp rasanya masih banyak sudut yg belum terekspose....;Netral
Anna Wijayanti;5 tahun lalu;Spot foto bagus tp sayang banyak pungli dan preman. Orang2 nya tdk bersahabat.;Positif
davit rijadi;5 tahun lalu;Tempat yg bagus unt foto2...agak panas..tp cukup menyenangkan;Positif
the skinny feet;3 tahun lalu;Sekedar nostalgia Ini photo pas jaddih masih awal awal tenar , sampai skrng belum kesini lagi terakhir liat skrng udah mirip kyk di iceland;Netral
Singgih Junaedi;4 tahun lalu;Bagus juga asal bisa ambil spot yg bagus untuk foto;Positif
Irawan Sukma;5 hari lalu;Masuk lokasi kebanyakan tiket .......;Netral
Santi Octavia;4 tahun lalu;Tempat yang bagus dan keren untuk foto2... intragamble...;Positif
Nurman Riyadi Rahman;5 tahun lalu;Tempat yang bagus dengan pemandangan batu kapur yang unik. Recommended buat pecinta fotografi;Positif
Dito Channel;4 tahun lalu;Tempat keren, lebih keren kalau akses jalannya lebih bagus.;Positif
shofan azizi;9 bulan lalu;Suasana bagus, tapi sistem karcis yang menurut saya kurang enak, seolah olah ada pungli...;Positif
Ruth Melissa;7 bulan lalu;Banyak pungli, pelayanan sangat tidak ramah, kesannya memalak, tempat tidak terawat,;Negatif
Peka Yuliantoro;2 tahun lalu;Keren, semoga lebih maju, penataannya, keamanan dan kenyamanan pengunjung;Positif
Ilham Fatahillah;4 tahun lalu;Indahnya tak seperti dulu.. Kata teman yg saya ajak. Tak seperti ekspektasinya.;Positif
Ardian Rahcman Prasetiyo;4 tahun lalu;Wisata di madura yang foto instagramable dan mueah . Ini foto jaddih 2 tahun lalu;Netral
Indahsriw Wulandari;4 tahun lalu;Waktu nyampai sana hampir sore jadi gak begitu panas;Netral
Muhammad Asri;2 tahun lalu;Kurang terawat. Sistem tiket masuk buruk.;Netral
Bagus Kurniawan;5 tahun lalu;Kurang tertata (semrawut) pengalaman masuk harus bayar 2X.. Spot foto kurang ?? …;Netral
zheen mradas;4 tahun lalu;Salah satu pemandangan yang aan memajakan mata pengunjung;Netral
Salsalah;4 tahun lalu;Satu2nya bukit kapur yang berwarna putih di bangakalan madura, mayoritas masyarakat tergolong ramah tamah;Netral
Achmad Shodiq;4 tahun lalu;Spot istimewa untuk berfoto selfie;Netral
Rully Amrullah;5 tahun lalu;Siap bawah yang pecahan 10rb....banyak pungli;Negatif
Raditya Rizky Apriansyah;5 tahun lalu;Pakai masker pakai helm pakai boot dan jangan lupa kacamata kalo mau kesini, sejam jadi penambang kapur;Netral
Yuslimul marufa;4 tahun lalu;Tempatnya bagus dan berpotensi hanya saja akses ke sana belum terlalu mudah.;Positif
Giyanto Giyanto;setahun lalu;Kapok saya kesana....baru belok dari jalan aspal menuju lokasi sudah ada tarikan 10 rb. Masuk lokasi ada tarikan 20 rb. Terus masuk parkir untuk foto foto ada tarikan 20 rb. Pindah ke spot yg lain ada tarikan 20 rb lagi.... Bosan disana …;Positif
Pistachio;4 tahun lalu;"Tempatnya sangat bagus, kalo pagi2 banget sekitar jam  setengah 7 kesini terus foto2 berasa kayak ada di gunung Es.
Menuju siang cuaca panas, saya sarankan pakai sunblock/sunscreen, berasa ada di …";Positif
Jo Be;5 tahun lalu;"Kurang rekomendasi untuk tempat rekreasi keluarga
Untuk foto-foto tempat lumayan bagus ?? …";Positif
Internusa HeatingElement;setahun lalu;Mengecewakan sekali, banyak pungutan liar. Belok dari jalan aspal menuju lokasi dah kena 10 rb. Masuk lokasi kena 20 rb. Masu ke area kena 20 rb. Pindah mobil kena 20 rb. Pindah mobil lagi untuk foto foto kena 20 rb. Kapoooook saya kesana... Pungutan liar tok...;Positif
Gilang Ramadan;sebulan lalu;Pas lg kemarau danaunya kering;Netral
Rigukkk Saputra;2 tahun lalu;"Jangan kesini pas siamg hari ya...
Alamat g bisa foto²";Netral
Rubi Strubi;3 tahun lalu;tempat wisata yang unik dan  bagus;Positif
Sindi Seviani;5 tahun lalu;Bagus tp masih banyak pungli;Positif
rizki santoso;3 tahun lalu;Tempat asik, hati hati saat hujan, karena jalanan berbatu;Netral
dwi yuliantoro;4 tahun lalu;Prospek bagus untuk tempat pariwisata,, perlu dikembangkan lagi..;Positif
lupita sari;4 tahun lalu;Bagus sihh view nya, tapi banyak banget bayar bayar di setiap tempat;Positif
Anvi Ridatus;9 bulan lalu;Tempat bagus, culture date bisa kali ya hehe, cuman kalo siang hari panas bet ampe memicing ini mata;Positif
Devit Wahid Subekti;5 tahun lalu;"Tempat wisata yang keren..
Tapi terlalu banyak pos pembayaran tiket";Positif
Fierna Tri Rachmadhevy;5 tahun lalu;Tempat nya gersang disini jd usahakan bawa masker, danau nya ternyata warna ijo bukan biruuu;Netral
Dian Widyaningtyas;setahun lalu;Nggak secantik dulu;Positif
Kezia Tan;3 tahun lalu;Pemandangannya bagus kok di sana. Tempatnya instagram-able juga. Tapi sayang banyak pungli dari warga lokal. Pertama disuruh bayar kas kampung 10ribu, di dalem masih harus bayar lagi tiket masuk per orang, setelah di tempat parkir juga …;Positif
Etha Dewi;5 tahun lalu;Baguss sih , cuma hati hati aja , bnyak tarikan liar;Positif
yudha setya;4 tahun lalu;Sebaiknya bawa kacamata hitam, guna mengurangi silau;Netral
Ifsan Dwinanto;5 tahun lalu;Mantap buat selfie n jalan2 murah meriah di pulau madura;Positif
beeflow88;5 tahun lalu;Pemandangannya bagus. Walaupun jalannya jelek.;Positif
tyan yulistyawan;5 tahun lalu;Hmm....cukup panas...tpi lmayan bagus..;Positif
Kang Huda;4 tahun lalu;mantab sekali,,hanya saja wisata ini belum jadi,,mungkin 10 tahun lagi bukit ini akan menjadi bukit yg istimewa;Netral
eko genrush;setahun lalu;Jalannya Jelek banget, sementara bayarnya Masuk Mobil bayar mahal mobil 20rb, Elf/30rb, Bis tanggung/50rb, Bus besar/80rb, kalau di lokasi 5000/pengunjung;Negatif
arif Irja;2 tahun lalu;Sptnya sdh tdk semenarik waktu awal2 dibuka ditambah banyaknya yg melakukan pungutan yg tdk resmi, minim sarpras penunjang, kurangnya petunjuk jalan ke tempat wisata dimaksud ditambah pandemi, menjadikannya sepi pengunjung. Kasihan orang2 …;Netral
Felicia Kleantha Setiadi;setahun lalu;harga tiket 5000 per org;Netral
Dyan Anggraini;4 tahun lalu;Bekas tambang kapur yg jd obyek wisata;Netral
Eric Juanto;setahun lalu;"Bukit Jaddih tempat tujuan bersepeda yang bagus, pemandangannya bagus dan rintangan yang menggoda,, disarankan memakai sepeda BMX atau MTB, tidak disarankan menggunakan sepeda lipat karena jalanan yang sangat tidak rata.
Bersepeda agak pagi biar tidak kepanasan";Positif
Heroes Agung;4 tahun lalu;Tempat wisata Bangkalan yg terkenal....;Netral
Yayangk Rendhy;5 tahun lalu;Kesana waktu itu sampai lokasi ujan ehh di luar lokasi gak hujan .. jadi foto foto nya gak bisa leluasa  .;Netral
Tama Uri Prabowo;5 tahun lalu;"Untuk pemandangannya lumayan bagus. Seperti bukit-bukit yang dibelah. Sekilas mirip grand canyon. Hehe. Tapi ini bukit kapur.
Ada kolam renang. Ada danau airnya warna hijau. Di sini anda bisa naik ""getek"". …";Positif
ADIS ADIS;5 tahun lalu;Bagus untuk foto2. Panas bukan main;Positif
Ariza Prawira;5 tahun lalu;Pemandangan bagus, akses ga terawat;Positif
Mokhamad Ilham;4 tahun lalu;Good view hanya saja papan petunjuk arah/tempat parkir sangat minim;Netral
