user;waktu;sentimen;lokasi;ulasan
Thetutorials 95;4 tahun lalu;Positif;air terjun teroan;Wisata air terjun yg jatohnya lngsung ke pantai.. Jdi kita bisa dpet 2 wisata sekaligus. Waterfall dan pantai.. Parkir mobil 10 rbu.. Tanpa karcis masuk.. Inget tanpa krcis masuk..
Adinda;4 tahun lalu;Positif;air terjun teroan;baguuss bangett asliiik ky poto kalender kalo pake background air terjun inii, air terjun di samping lautt, masuknya gratis ada tempat makan, ada bbrp spot foto
A. I. R MUMTAZ;4 tahun lalu;Negatif;air terjun teroan;Perlu pengelolaan yg lebih baik dari segi fasilitas penunjang lainnya agar pengunjung lebih tertarik karena setelah berkunjung satu kali kalau kondisinya itu itu aja pasti males untuk datang lagi
abdus salam;4 tahun lalu;Positif;air terjun teroan;Tempatnya asyik, alami, akses masuk mudah karena hanya dipinggir jalan...tapi tlg hati-hati untuk yg membawa lansia krn naik turun tangga...kulinernya juga mantab...
Bella Rizqa Idha Ayu;4 tahun lalu;Negatif;air terjun teroan;Air terjun toroan merupakan wisata yang wajib dikunjungi untuk para wisatawan, dikarenakan lokasinya yang tidak membahayakan seperti air terjun pada umumnya. Sayangnya air terjun toroan saat ini belum banyak di kenal masyarakat, padahal air terjun toroan sangat menarik. ?? ?
Mohammad Zafradi Wagiono;4 tahun lalu;Positif;air terjun teroan;Banyak spot foto, tiket masuk hny bayar parkir saja mobil 10rb n motor 5rb ad musholla kecil dan toilet
Ali Muqoddas;4 tahun lalu;Negatif;air terjun teroan;air terjun tempat bermain disaat kecil dulu dulu pasirnya masih utuh sekarang di keruk tiap hari yang tersisa hanya batu karang
sunarto narto;4 tahun lalu;Positif;air terjun teroan;Tempatnya asyik ditepilaut
Pipit Chiko97;4 tahun lalu;Positif;air terjun teroan;Walopun prjlnn yg sgt jauh gak masalah tmpat ini perlu dikunjungi.. Sangat mempesona..air terjun Toroan ini langsung menuju ke laut... Pokoknya karunia Allah sangat luat biasa sempurna..
pintu ajaib;4 tahun lalu;Positif;air terjun teroan;Lokasinya berada di tepi laut. Merupakan air sungai yang turun langsung ke laut. Saat terbaik melihat air terjun ini adalah sore hari.
wardah lovers;4 tahun lalu;Positif;air terjun teroan;"Sangat cocok untuk refreshing,
Menghilangkan fikiran tidak tenang akibat dari sibuk bekerja..
Inilah solusi yg pas untuk anda.. ?"
Luluk Latifah;4 tahun lalu;Negatif;air terjun teroan;Lumayan,tpi tidak bisa di buat untuk berenang
Imtiyaz Nurul Q;4 tahun lalu;Negatif;air terjun teroan;It's okay. Banyak spot2 foto diatas, di bagian bawah air terjun spot foto terbatas.
Maulida N H;4 tahun lalu;Positif;air terjun teroan;"Inget ya, air terjunnya itu yang langsung jatuh ke pantai
Bukan yang buatan wkwk ?"
Heyri Subastian;4 tahun lalu;Negatif;air terjun teroan;Tempatnya cuma buat foto dan santai max paling 20org buat spot, sayangnya ga bisa buat berenang
Hedin Hendratarto;4 tahun lalu;Negatif;air terjun teroan;Parkir kurang, menuju lokasi air terjun jalannya sangat sempit sehingga berjubel....
Damairi Usman;4 tahun lalu;Positif;air terjun teroan;Mungkin ini air terjun satu2nya di madura. Asik juga sih pemandangannya karna air terjunnya di tepi pantai... ???????? ?
Capten Fatah;4 tahun lalu;Negatif;air terjun teroan;Asik untuk berlibur,tapi kurang satu gabisa renang di bawah air nya..
Juhriyanto;4 tahun lalu;Positif;air terjun teroan;Sangat cocok untuk Refresing
Ach.farhan Ramadhan;4 tahun lalu;Negatif;air terjun teroan;Lokasi wisata yg masih perawan,perlu sentuhan seniman agar kedepan lebih baik
abdul kholik;4 tahun lalu;Negatif;air terjun teroan;"Ada bbrapa spot yg kurang terawat,
Toilet lebih2.."
Mey 21;4 tahun lalu;Positif;air terjun teroan;Untuk yg ska wisata air terjun+ pantai bisa di coba ke sne
Safik Gio;4 tahun lalu;Positif;air terjun teroan;Tempat ini sangat sejuk dan nyaman dan wahananya sangat menyenangkan
Ali Hamzah;4 tahun lalu;Positif;air terjun teroan;Air terjun di jalur pantura jawab, tepat berada di pinggir pantai
Galih Wijaya;4 tahun lalu;Positif;air terjun teroan;Tujuan wisata yg lumayan searah dg pantai nepah
Derid 1212;4 tahun lalu;Positif;air terjun teroan;"Amazing
Air terjun yang jatuh langsung ke laut
??????
Wonderful ?"
pay ical;4 tahun lalu;Positif;air terjun teroan;Recomended
Arisusanti 490;4 tahun lalu;Negatif;air terjun teroan;Lumayan jauh tempat'e,,,,
fifin syafi;4 tahun lalu;Positif;air terjun teroan;Masuknya gratis hanya bayar parkir kendaraan
Agus Salim;4 tahun lalu;Positif;air terjun teroan;Panorama yg elok cocok buat rekreasi keluarga
Zuliani Dalimunthe;4 tahun lalu;Positif;air terjun teroan;Air terjun yang airnya bermuara ke laut...
family time;4 tahun lalu;Negatif;air terjun teroan;Jalan raya menuju tempatnya sempit
abdul qodir;4 tahun lalu;Positif;air terjun teroan;Alternatif wisata pantura
Gusti Ard;4 tahun lalu;Positif;air terjun teroan;Air terjun alami yang jernih jatuh ke laut
Mas Fattah;4 tahun lalu;Negatif;air terjun teroan;Mungkin kalo bisa lebih bersih lingkungan sekitar akan lebih sipp
Suharyono Eko Prasetyo;4 tahun lalu;Positif;air terjun teroan;Air terjun langsung ke laut lepas...
Ika Fitria Rahma;4 tahun lalu;Positif;air terjun teroan;gilasih, sunsetnyaa parah abiss ehe
Mask of Smiling;4 tahun lalu;Positif;air terjun teroan;Ada toiletnya...ada musholanya..
Markaz Channel;4 tahun lalu;Positif;air terjun teroan;Airnya bening dan suasananya sejuk
Risky Putra;4 tahun lalu;Positif;air terjun teroan;Mantp air terjun pinggir pantai
Sholichul Hadi;4 tahun lalu;Positif;air terjun teroan;Air terjun langsung kelaut
Eko Mustiyono;4 tahun lalu;Negatif;air terjun teroan;lumayan, cuma kurang tertata dengan baik
ALI ARIFIN;4 tahun lalu;Positif;air terjun teroan;Tempat lumayan bersih dan nyaman
Dito Erlangga;4 tahun lalu;Negatif;air terjun teroan;Rugi saya datang saat sedang keruh
Uzh Madury;4 tahun lalu;Positif;air terjun teroan;Alamiah banget. Pas buat suasana wekend
Ita Purwanti;4 tahun lalu;Positif;air terjun teroan;Kereeennn abiiizzz... Pengen kesana lagi...
Heri Purnomo;4 tahun lalu;Negatif;air terjun teroan;Perlu sentuhan lagi agar lebih bersih
Raqi Zidan;4 tahun lalu;Positif;air terjun teroan;tempatnya bersihdan rapi amazing
Abu Nayeef;4 tahun lalu;Positif;air terjun teroan;Good pemandangan nya
ongko wijoyo;4 tahun lalu;Positif;air terjun teroan;Sejuk, masih alami
Rosis Zeini;4 tahun lalu;Positif;air terjun teroan;Mantap
Aiinie Nozya;4 tahun lalu;Positif;air terjun teroan;Tenang . Sepi
Nur Hidayat;4 tahun lalu;Positif;air terjun teroan;Akses mudah,,, lokasi di pinggir jln
Uzzy Gepenk;4 tahun lalu;Positif;air terjun teroan;Senang bersama teman disana
Zay Nuddin;4 tahun lalu;Negatif;air terjun teroan;Okey tapi kurang perawatan
Muqorrobin project;4 tahun lalu;Negatif;air terjun teroan;Tak suka
Mulyo Manggih Widodo;4 tahun lalu;Negatif;air terjun teroan;Kurang pengembangannya...
Nyimas Khanza Saskhi Nabila;4 tahun lalu;Negatif;air terjun teroan;gada apa apa sih, kurang seru
Daikong Shitami;4 tahun lalu;Negatif;air terjun teroan;Jauh sekali
Mamat Toroan;4 tahun lalu;Positif;air terjun teroan;Temapat enak dan aman
GSA Bangkalan;4 tahun lalu;Positif;air terjun teroan;Buat refresh sejenak
Jakfar Sodiq;4 tahun lalu;Positif;air terjun teroan;Puas, mantap
Kaconk MD;4 tahun lalu;Positif;air terjun teroan;Alhamdulillah
Fausi Amiin;4 tahun lalu;Positif;air terjun teroan;Mantab
Andre Susanto;4 tahun lalu;Positif;air terjun teroan;Lumayan
Hamdan Yuwafi;4 tahun lalu;Positif;air terjun teroan;Sejuk
Abd Hanan;4 tahun lalu;Negatif;air terjun teroan;Biasa
Uyunks Regas;4 tahun lalu;Positif;air terjun teroan;Seru banget
Atik Rosita;4 tahun lalu;Positif;air terjun teroan;Mayan
agus ardiana;4 tahun lalu;Positif;air terjun teroan;Nyaris sempurna
Sudarmanto Darmadji;4 tahun lalu;Positif;air terjun teroan;wisata alam
Paramitha;4 tahun lalu;Positif;air terjun teroan;Air terjun yang sejuk di dekat pantai, tidak terlalu ramai. Orang tidak diperbolehkan mandi di air terjun. Batuannya cukup licin. Masuk gratis, hanya bayar parkir. Masih banyak hewan-hewan kecil di pantai seperti kelomang dan ikan-ikan ?
Anas Jhaya;4 tahun lalu;Positif;air terjun teroan;Wow
Gandi Tan;4 tahun lalu;Positif;air terjun teroan;Tempat yang Direkomendasikan
Imatus Solicha;4 tahun lalu;Positif;air terjun teroan;Airnya sangat segar
PJ Curious;4 tahun lalu;Negatif;air terjun teroan;Air yang mengalir jernih, langsung di samping laut persis jadi dapat dua keuntungan kalau kesini (suasana air terjun dan desiran ombak pesisir laut). Sayang sekali masih banyak sampah yang terbawa aliran. ?
Ucie Item;4 tahun lalu;Negatif;air terjun teroan;Jauuuuuh dari pusat kota tp jalan nya halus dan lebar. Nyaman perjalanan kesana dengan hamparan sawah yang hijau. Pantai dan mushola agak kotor
Miki Djaya;4 tahun lalu;Negatif;air terjun teroan;Akses ke sananya masih susah, syg sekali.. Jalannua jelek dan sempit.. Serta jangan malam2 karena gelap tidak ada lampu
kang SAMY;4 tahun lalu;Negatif;air terjun teroan;Beda sama yg di foto...  Kotor sekali..
B channel;4 tahun lalu;Negatif;air terjun teroan;Datang pas air pasang, jd kurang bagus
Achmad Renaldi;4 tahun lalu;Negatif;air terjun teroan;Mantul, hanya saja sampahnya
BAGAS PUTRA;4 tahun lalu;Negatif;air terjun teroan;Parkirnya Mahal
DewantaraID;4 tahun lalu;Negatif;air terjun teroan;Sampahnya mengganggu
Retha Wiyono;4 tahun lalu;Negatif;air terjun teroan;Jelek dan kotor
Sahid Hasan;5 bulan lalu;Negatif;air terjun teroan;sayang sekali pas waktu berkunjung kesini debit airnya lagi tinggi dan air laitnya lagi pasang, tapi untuk tempat parkir dan kebersihan cukup bagus dan tempatnya nyaman
Ara fiansyah;5 bulan lalu;Negatif;air terjun teroan;Bagus tempatnya dan dikelola dg baik,cuma butuh edukasi buat pengunjung biar ga buang sampah sembarangan. Tempatnya cukup bersih,tapi memang ada beberapa sampah kecil yg aku liat dan tidak cukup mengganggu
agus kurniawan;5 bulan lalu;Positif;air terjun teroan;tempat wisata murah meriah.ada tempat makan jg.cocok buat tempat healing coz masih sepi
Agung lau Official;5 bulan lalu;Positif;air terjun teroan;Keren n alami
Dini's Collection;5 bulan lalu;Positif;air terjun teroan;Bagus ..
Kholik Hamid (Kholik);5 bulan lalu;Positif;air terjun teroan;Pemandangan yg indah
Kursi manja;5 bulan lalu;Positif;air terjun teroan;Selain wisata pantai ada juga bujuk nyai dewi sebagai wisata religi
RAHMAN SAJA;5 bulan lalu;Netral;air terjun teroan;Air terjun toroan. Semakin berbenah. Fasilitas semakin lengkap
Joko Regama;5 bulan lalu;Netral;air terjun teroan;Tempat nyaman buat wisata keluarga
deddy dosis;5 bulan lalu;Netral;air terjun teroan;Tempat yg cocok untuk liburan keluarga
Aries;5 bulan lalu;Netral;air terjun teroan;tempat yang cocok untuk acara keluarga?????? ?
Dsrism -;5 tahun lalu;Positif;air terjun teroan;"Viewnya baguss,, apalagi yang doyan foto & selfie, recommended banget deh.
Air terjun yg langsug mengarah ke laut utara jawa, tapi sayang tidak diperbolehkan renang di air terjunnya. ?"
Rahmi Saptarianti;5 tahun lalu;Positif;air terjun teroan;Melipir ke sini...Air Terjun Toroan adalah salah satu air terjun yg indah di Madura, buat saya unik karena air terjun ini langsung mengalir ke laut Utara Jawa. Biasanya kalo pengen liat sunset ke pantai identik sama pasir kan? Nah di Toroan ?
Rud Yanto;5 tahun lalu;Positif;air terjun teroan;Tempatnya keren, ada cafenya juga... Tapi sayang kotor , air terjunnya keren dalam gak bisa buat mandi..  mungkin kotor karena di atasnya ada sungai jadi warga kampung di atasnya buang sampah sembarang an
Setya Saf;5 tahun lalu;Positif;air terjun teroan;Menurut saya pribadi ini tempat terbagus di madura heheee selain bukit kapur otentiknya. Aslinya kalo dilihat dr atas, sungai yg menjadi Hulu air terjun cukup kotor dan membawa sampah, tapi setelah terjun menghasilkan pemandangan yg ciamik. ?
Ligar Syam Rama;5 tahun lalu;Positif;air terjun teroan;"Lokasi sekitar 80 km dari jembatan suramadu, tp dengan jalan yg lumayan bagus dan sepi jd g trlalu bosen d jalan.
Sampai d lokasi langsung saja parkir, tidak dipungut biaya masuk lokasi air ?"
Abbu 1234;5 tahun lalu;Positif;air terjun teroan;enak buat tempat istirahat sebentar,trus pemandanganx lumayan bagus dan murah meriah,,,?????? ?
faiqotul isma dwi utami;5 tahun lalu;Positif;air terjun teroan;"Super keren twmpat ini...

Air terjun langsung ke laut lepas
Masuknya free, cma bayar uang parkir motor 5000 aja"
Ila Muizza;5 tahun lalu;Positif;air terjun teroan;Tempatnya bagus dan sejuk. Masuk gratis. Cuma bayar parkir 5rb. Kalau ke sini cobain foto dari atas air terjunnya. Lihat pemandangan di bawah dari atas. Lokasinya deket toilet.
Muhammad Nur Adil;5 tahun lalu;Positif;air terjun teroan;Terbayarkan dengan panorama yang indah, gabungan antara air terjungan dengan pantai sangat memanjakan mata.
Zada Artanti;5 tahun lalu;Positif;air terjun teroan;Air terjunnya bagus bangett. Airnya ngalir langsung ke pantainya. Disuguhi warna air terjun yang bikin gapengen pulang. Dan disana juga menyediakan tempat makan yang nyaman banget dan bisa liat pemandangan sambil makan juga. Bagus deh pokoknya. Kalian harus kesini explore Indonesia yang cantik.
Tri Junaedi Sabri;5 tahun lalu;Positif;air terjun teroan;Air terjun ini bagus untuk fotografi. Cman kurang bagus untuk bermain air karena tempatnya banyak batu dan airnya biasanya ndak jernih. Untuk fasilitas di sini sudah mulai berbenah, toilet sudah ada. Restoran kecil kecilan juga tersedia. Jadi setelah motret bisa nongkrong makan di sini.
Bob Indra;5 tahun lalu;Positif;air terjun teroan;Tempatnya bagus sekali, sekitar 2 jam dari Jembatan Suramadu, melalui kota Bangkalan.
20-191 Rama priyadi;5 tahun lalu;Positif;air terjun teroan;Airnya terjunnya yang indah, dan juga pemandangan lautnya yang baguss, pokoknya gak nyesel kalo kesana
agus prasetyawan;5 tahun lalu;Positif;air terjun teroan;Bagus lokasinya cuman kurang bersih di lokasi
Trio Mardjoko;5 tahun lalu;Positif;air terjun teroan;Dari Suramadu, jalan menuju lokasi bagus dan beraspal semua. Lokasi wisata bersih dan cenderung agak sepi. Toilet agak jorok.
Nor Khakim;5 tahun lalu;Negatif;air terjun teroan;Bagus, air terjun dg pantai.. Apik kalo air terjun nya ndak begitu deras, dan pantai agak surut.
Supriyadi Supriyadi;5 tahun lalu;Positif;air terjun teroan;Bagus airnya hanya menataan kurang maksimal.knp Pemda g turun tangan kan itu aset daerah
Abdur Rouf;5 tahun lalu;Negatif;air terjun teroan;Satu-satunya air terjun yang langsung menjorok ke laut di pulau Madura. Merupakan salah satu air terjun terindah di Madura, yang mana airnya selalu mengalir deras walaupun di saat musim kemarau. Tidak ada petugas keamanan di sini, jadi ada ?
Papa Rasya;5 tahun lalu;Negatif;air terjun teroan;Bayar masuknya 10000 cuman kalo datang kesini d saran kan jangan musim hujan karena debit air terjunnya jadi besar dan keruh percuma jadi gak bisa lihat view yang bagus. Sama kadang pantainya kotor banyak sampah.. tp kalo bukan musim hujan bagus sekali
Joan Atma Gunawan;5 tahun lalu;Positif;air terjun teroan;Destinasi wisata nya bagus banged...tapi mohon hati hati y guys...di tempat ini pengunjung tidak di perbolehkan mandi...alasannya untuk menjaga alamnya tetap utuh dan bagus...selamat berkunjung.
Arga Fabian;5 tahun lalu;Negatif;air terjun teroan;Saya kira bakal bagus gimana. jalan tak terawat. sarana foto pada venue hanya sebuah jembatan buatan kecil. dengan latar belakang ibu-ibu yang sedang mandi dan mencuci ???? ?
Fuady Bahari;5 tahun lalu;Positif;air terjun teroan;Salah satuari terjun di madura, berada di pesisir pantai utara berjarak ñ45 km dari pusat kota sampang. Menawarkan keindahan air terjun setinggi 3m yang langsung bermuara ke laut lepas sampai paparan laut utara yang mempesona sehingga waisatawan dapat menikmati sunrise pada pagi hari dan sunset pada sore hari
TaeKwonDo Kidz;5 tahun lalu;Negatif;air terjun teroan;Ga keren.. masih butuh dibersihkan area utk nonton air terjunnya.. baik airnya maupun tumbuhan sekitarnya
Anastasia Aozora;5 tahun lalu;Negatif;air terjun teroan;"Ketempai ini pas banjiiir..  Sediiiih... Padahal bagus.. Jadinya ngeri..
Saran aja..  Kesini pas sore hari dan pas nggak musim hujan ya..
Jadi bisa lihat sunset,  air terjun dan pantai sekaligus"
udin bifadhlilah;5 tahun lalu;Negatif;air terjun teroan;Bagus, cuma airnya kurang jernih karena hujan deras sebelumnya, semoga sampah dipantainya bisa dibersihkan...
ach choirul;5 tahun lalu;Positif;air terjun teroan;Tempat asyik untuk bersantai bersama keluarga sambil menikmati indahnya deburan ombak dan gemericik air terjun
Edwin Ardiansah;5 tahun lalu;Positif;air terjun teroan;Tempat bagus buat foto2
Jumiya Oke;5 tahun lalu;Positif;air terjun teroan;Ya perlu dimaksimalkan pengelolaannya karena tempat ini sangat bagus sbg anugerah Allah perlu disyukuri
Antic 12;5 tahun lalu;Positif;air terjun teroan;Bagus.. Asyik ..banyak bebatuan yg bisa buat duduk2 sambil  main air & buat foto2an
Fortunata Riana;5 tahun lalu;Negatif;air terjun teroan;Disarankan lebih bagus pas musim kemarau. Airnya jernih, kalau musim penghujan airnya keruh
Alfarizy Ajha;5 tahun lalu;Positif;air terjun teroan;Air terjun-nya bagus dan enak buat selfi, Pantai-nya juga sangat bagus suasananya juga mendukung.
Fasta Awdesy;5 tahun lalu;Positif;air terjun teroan;Tempat nya bagus
arseta sida;5 tahun lalu;Negatif;air terjun teroan;Air terjunnya bagus tapi sayangnya sekitar kurang terawat
Indra Mahendra;5 tahun lalu;Positif;air terjun teroan;Air terjunnya keren deket laut tinggal dijaga dengan baik
Alfiyah Nada Trianah;5 tahun lalu;Positif;air terjun teroan;Air terjun yang langsung mengalir ke lautan dipadu dengan sunset yang indah, luar biasa.
Muhtarial Alfan;5 tahun lalu;Negatif;air terjun teroan;Air terjun yang indah..namun sayangnya belum dikelola secara optimal..
Irena Anindita;5 tahun lalu;Negatif;air terjun teroan;Bagus, tapi kotor byk sampah. Mhon pemerintah setempat mengelola dgn baik
Nury Damwijk;5 tahun lalu;Positif;air terjun teroan;Pemandangannya sangat bagus. Air terjunnya  tinggiiiiiii
achmad alwy;5 tahun lalu;Negatif;air terjun teroan;klo musim hujan kurang bagus air nya g jerni .....
rifmi utami;5 tahun lalu;Positif;air terjun teroan;Amazing place...bagus untuk tadabur alam, tp tdk untuk mandi...
Mazz Bakirz;5 tahun lalu;Positif;air terjun teroan;Karna tempatnya sejuk dan bagus Untuk menenangkan fikiran
Siens Harianto;5 tahun lalu;Positif;air terjun teroan;Indah,,,
Ufi Azki;5 tahun lalu;Positif;air terjun teroan;Bagus. Cuma jauh bangetttt. G terbalas dengan capekknya di jalan
Mas Sory;5 tahun lalu;Positif;air terjun teroan;Pemandangannya bagus
Soegiarto Soegiarto;5 tahun lalu;Positif;air terjun teroan;Air Terjun yang indah yg airnya langsung ke laut, lokasi ketapang sampang madura
Aynta Rimahim;5 tahun lalu;Positif;air terjun teroan;Bagus banget aku suka??pengen liburan ke madura lagi bareng keluarga ?
Arif Y;5 tahun lalu;Positif;air terjun teroan;Bagus view photo karena langsung turun ke laut
Anisa Fitri;5 tahun lalu;Positif;air terjun teroan;Tempat ini bagus dan juga memberiku kenangan indah yang tak terlupakan
Adi Wardiyanto;5 tahun lalu;Positif;air terjun teroan;"Mantap, sejuk dan indah
Oke la pokoknya..."
Mas Jali;5 tahun lalu;Positif;air terjun teroan;Sungguh indahnya melihat air terjun ini
Moch Chodri;5 tahun lalu;Positif;air terjun teroan;"Tmpatnya yg alami,,,
Bagus buat hunting..?? ?"
Sory Cassanova;5 tahun lalu;Positif;air terjun teroan;Tempat dan pemandangannya sungguh bagus
Azmi Mamee;5 tahun lalu;Negatif;air terjun teroan;Tempat bagus si,  tapi kurang terawat
Syafi'i Ns;5 tahun lalu;Negatif;air terjun teroan;Tempatnya bagus, cm belum dikelola dengan baik
eksa avanda mukti;5 tahun lalu;Positif;air terjun teroan;Salah satu Tempat Keren di Madura. deket Laut dan jalan Aspal juga
Ars Ns;5 tahun lalu;Positif;air terjun teroan;Bagus indah masuknya cuman 10000
William Patrick;5 tahun lalu;Negatif;air terjun teroan;Bagus,  tpi sayang kurang kerawat
Mrs. VE;5 tahun lalu;Positif;air terjun teroan;Pemandangan indah, butuh sentuhan tangan pemangku kekuasaan
Ardik Wijayanto;5 tahun lalu;Positif;air terjun teroan;Bagus, air terjun ke pantai
ROHIL AUDIO OFFICIAL;5 tahun lalu;Positif;air terjun teroan;Air terjunnya indah
Muhammad Nefil;5 tahun lalu;Positif;air terjun teroan;Air terjun yg indah
Aris W;5 tahun lalu;Negatif;air terjun teroan;Masih bisa digarap lebih bagus lg
Sengkok Romli;5 tahun lalu;Positif;air terjun teroan;Temapatnya indah dan sangat strategis
Shiddik Dolar Damay Nya Pncr;5 tahun lalu;Positif;air terjun teroan;Klo madura sungguh indah sekaliy
risman ynt;5 tahun lalu;Positif;air terjun teroan;Bagus unik alami
Alfian Risky;5 tahun lalu;Positif;air terjun teroan;Karna tempatnya sangat indah
O-Gear;5 tahun lalu;Positif;air terjun teroan;Tempatnya bagus
arnanto nugroho;5 tahun lalu;Positif;air terjun teroan;Lumayan bagus
Faisoll Akbar;5 tahun lalu;Positif;air terjun teroan;Air yg indah
Luluk Mukarromah;5 tahun lalu;Positif;air terjun teroan;Sangat indah dan bangus
As'ad Yahya Syafi'i;5 tahun lalu;Positif;air terjun teroan;Indah sekali
Muhammad Afandi;5 tahun lalu;Positif;air terjun teroan;Sangat indah
dian Kurniasih;5 tahun lalu;Positif;air terjun teroan;Keren,, instagramable..
Muhammad Prasetyo;5 tahun lalu;Positif;air terjun teroan;Keren tempatnya
Juarieko Arganta;5 tahun lalu;Positif;air terjun teroan;Keren
Ariful Azis;5 tahun lalu;Positif;air terjun teroan;Bagus
kang sukir;5 tahun lalu;Positif;air terjun teroan;Indah
agus pendekar;5 tahun lalu;Positif;air terjun teroan;Bagus
Mely Elkholidi;5 tahun lalu;Positif;air terjun teroan;Bagus
Omega Lesta;5 tahun lalu;Positif;air terjun teroan;Indah
sarika arinta;5 tahun lalu;Positif;air terjun teroan;indah
Zurach Bhajink Sakti;5 tahun lalu;Positif;air terjun teroan;Karena bagus
Erdiant Rendy;5 tahun lalu;Positif;air terjun teroan;Madura keren
alam cahya;5 tahun lalu;Positif;air terjun teroan;Air terjun mini terbaik! Meski butuh 3 hingga 4 jam untuk sampai ke sana dari surabaya. Tapi it's worth it, ada pemandangan matahari terbenam yang bagus dan air segar dari air terjun, air terjun itu sendiri jatuh ke laut dan memiliki pemandangan air yang jernih. Bagus!
Johan HP;5 tahun lalu;Positif;air terjun teroan;Tempat yang damai dan indah! Waktu terbaik ke sini adalah saat matahari terbenam (sayangnya, saya tidak bisa melihat matahari terbenam di sana karena saya pergi ke sana saat musim hujan). Tapi berfoto di sini saat jam biru juga bagus. Saya ?
Christian Wijayanto;5 tahun lalu;Positif;air terjun teroan;air terjun kecil, namun aksesnya mudah, dekat jalan umum. panorama saat matahari terbenam sangat indah. anda bisa turun ke bawah air terjun untuk mengambil beberapa gambar, namun hati-hati karena disekitar sana banyak terdapat bebatuan. ?
MTegar RSaputra;5 tahun lalu;Positif;air terjun teroan;tempat yang bagus untuk beristirahat ketika Anda sedang dalam perjalanan panjang
Kita Pritasari Arumdati;5 tahun lalu;Positif;air terjun teroan;Akses mudah, area cukup bersih, air jernih, air terjun tepat di pinggir pantai. Tempat yang bagus untuk foto-foto dan bersantai di tepi pantai dengan air terjun yang mengalir di belakang. Gratis, hanya biaya parkir. Tersedia toilet, kamar mandi, dan Mushola dengan peralatan sholat di dalamnya (Alquran, mukena, sarung, dll)
Faisal Al Shehri;5 tahun lalu;Negatif;air terjun teroan;Sebagai pemandangan yang sangat indah dianggap air terjun dari tanah yang turun ke laut, masalahnya air air terjun itu mengalirkan kotoran ke dalamnya, karena sangat tercemar, kebersihannya harus dijaga. tidak ada rumah peristirahatan atau kafe di dekatnya.
Buhari Stisindo;5 tahun lalu;Positif;air terjun teroan;Pemandangan yang bagus.. Luar biasa
M. Anwarsyam Mohamad;5 tahun lalu;Positif;air terjun teroan;tempat yang bagus
Natsuri Afroh;5 tahun lalu;Positif;air terjun teroan;Bagu jgk ya payment danga pun bagus
Novian3 DK;5 tahun lalu;Positif;air terjun teroan;Ada tempat yang bagus untuk perjalanan Anda di pulau
Herlina Halim;5 tahun lalu;Positif;air terjun teroan;Perlu lebih banyak fasilitas untuk mengambil gambar yang bagus
Graeme Ts;5 tahun lalu;Positif;air terjun teroan;Air terjun air tawar yang bagus ke Laut Jawa.
Bayu K;5 tahun lalu;Positif;air terjun teroan;Tempat yang bagus untuk berburu foto dengan inspirasi liar
ibnu widagdo;5 tahun lalu;Positif;air terjun teroan;Bagus
Retno Tri Lestari;5 tahun lalu;Positif;air terjun teroan;Air terjun yang bagus
Nurul Hudi;5 tahun lalu;Positif;air terjun teroan;Air terjun yang indah
Yudi Priyono;5 tahun lalu;Positif;air terjun teroan;Cantik
Muh. Sifaul Muztahid;5 tahun lalu;Positif;air terjun teroan;Toroan Waterfall is Waterfall that directly meet sea. Actually even this place is small but it's quite beautiful place. Now days this place is really crowded by many local tourist and there's trash everywhere. This place looks like is still ?
RnT;5 tahun lalu;Positif;air terjun teroan;Lokasinya berada di pinggir jalan pantura Madura sehingga sangat mudah dijangkau. Pertama kali sampai, pemandangan laut biru menyambut. Air Terjun Toroan memiliki keunikan menghadap langsung ke laut. Untuk menuju lokasi air terjun kita ?
Tamamul Anwar;5 tahun lalu;Positif;air terjun teroan;Suasananya nyaman.  Dari kota sampang ke sini butuh waktu  kurang lebih jam.  Disini terdapat 3 air terjun   1 lebar dan 2 kecil. Rekom buat teman teman yang ada di daerah sekitar sampang.  Bisa buat memajakan mata.  Foto di ambil saat siang hari.  Eh iya harga parkir nya juga standar kok.
tufail aulia;5 tahun lalu;Positif;air terjun teroan;Air terjun toroan, dilengkapi fasilitas musholla, toilet, warung makan kadang buka kadang tutup, mudah terlihat dari jalan raya. Wisata masih alami hanya kena parkir R4 10.000, R2 5000. parkir luas dan nyaman.
fadel abu aufa;5 tahun lalu;Positif;air terjun teroan;Anda lewat pantura madura, rasanya kurang lengkap tanpa mampir di air terjun toroan tepatnya di ketapang timur kabupaten sampang, air terjunnya langsung jatuh ke laut dan satu-satunya di madura dan sekarang sudah ada rest area, tempat parkir, rumah makan serta toilet
Agus Purnomo;5 tahun lalu;Positif;air terjun teroan;Menarik, menyenangkan ada tempat makan lesehan utk sekedar istirahat dn mengisi perut dg pemandangan pantai sipp
Ny. Warta;5 tahun lalu;Negatif;air terjun teroan;amazing! suara debur ombak + gemuruh air terjun bener2 bikin fresh! sayang kurang terawat.. semoga pemda ada perhatian untuk mengeksploitasi air terjun toroan sbg destinasi wisata utama sampang
jelajah sumenep;5 tahun lalu;Positif;air terjun teroan;Air terjun yg langsung bermuara di laut,  untuk kesini bisa menghubungi kami..
Linda eLDe;5 tahun lalu;Positif;air terjun teroan;Good scenery,air terjun yg langsung bermuara ke laut,gag bakal nyesel
