user;waktu;ulasan;sentimen
mahardian rahmadi;4 tahun lalu;Panti yg tenang dan jernih sekali airnya. Untuk ke pabtai ini butuh perjalanan naik perahu selama kurang lebih 30 menit. Sampai di dermaga pantai sembilan langsung bisa melihat ikan-ikan kecil yg berenang dibawah dermaga buatan. …;Netral
BProject Pamekasan;4 tahun lalu;wisata yg lagi buming daerah madura kota pantai paling timur sumenep, menyajikan pantai yg sangat bagus dan pasirnya yg putih di tambah airnya yg sangat jernih dan batu karang yg sangat bagus, tidak heran jika bnyak orang yg menggumi pantai …;Positif
Kevin Pratama;4 tahun lalu;Pantai yang bersih dan Menarik , belum tercemar oleh sampah Plastik. Pemandangan Laut Luas yang biru cukup memanjakan Mata. Belum lagi disediakan wahana air yang melengkapi Ciri Khas. Beberapa toko juga menyediakan snack dan makanan sebagai …;Negatif
Fatimatus Sahra;5 tahun lalu;Amazing??????luar biasa bgus g kecewa …;Netral
Andik Mara Putra;5 tahun lalu;Pantai biasa saja, tapi buat yg kantong pas2 an yaaa lumayanlah. Tiket perahu PP cuma 20 ribu + karcis masuk 10 rb. Btw, biaya sewa banana bootx lumayan mahal 200 rb dgn fasilitas yg biasa saja;Negatif
Apriliana Kurniasari;3 tahun lalu;Recommended buat ngabisin waktu dan masih sepiii;Netral
Agus M;4 tahun lalu;Hidden paradise, asli bagus dan bersih pantainya, suasana jadi terasa lebih indah karena kesana harus naik perahu kira2 30 menit, asli recomended untuk bulan madu karena ada kamar2 cottage :);Positif
Lusy Dian Putri;5 tahun lalu;Rekomen banget tempatnya kereeeeeennnnnn;Netral
Rahman Ansory;4 tahun lalu;Fasilitas cukup lengkap baik sarana untuk santai sampai tempat menginap;Netral
Vevi Alfi;4 tahun lalu;Pantai sembilan adalah salah satu pantai yang berada di Sumenep- Pulau Madura. Tepatnya berada di pulau kecil yang bernama gili genting. Untuk menuju tempat ini anda harus menaiki perahu yang tersedia di pelabuhan tersebut. …;Netral
RIZTU BASITH;5 tahun lalu;Apik poll, kayak d Negara korea. Hahhaa;Netral
Ach Deydik Kurnia (dedikzein.com);setahun lalu;Pantai yang tenang dan nyaman, Familiable;Netral
Ach Junaedi;4 tahun lalu;Pantai eksotis dengan keindahan laut biru;Positif
Tanti Nur;4 tahun lalu;Tempatnya bagus ... Semoga kebersihannya tetap terjaga ???? …;Positif
Iqbal Ali Wafa;4 tahun lalu;Bagus, kalau mau kesini bawa cukup banyak air minum.;Positif
arjuna gundul;5 tahun lalu;Wisata pantai  yg masi bagus, bersih, cocok untuk keluarga;Positif
Andhi Prio Nugroho;4 bulan lalu;tempat dengan kadar oksigen tertinggi kedua di dunia;Netral
firda alfiani;3 tahun lalu;Pantai sembilan menjadi salah satu destinasi wisata paling hits di pulau Madura, cocok untuk liburan keluarga dan teman-teman.harga makanannya pun juga relatif terjangkau oleh kantong mahasiswa.penduduknyapun juga sangat ramah. Pantai nya bersih dan jernih;Netral
Abdul Cholid;4 tahun lalu;Pantai sembilan yg cantik nan elok;Positif
Candra Mukti Wijaya;2 tahun lalu;Tempat yang baik untuk menjauh dari keramaian. Laut di pantai tenang, sedikit ada ombak cocok untuk yang berenang. Pasir pantai bersih, tempat makan dan toilet cukup banyak.;Netral
Askam Shal;5 tahun lalu;pantai 9 keren ..;Positif
Farid;11 bulan lalu;Pantainya masih alami;Netral
Teguh Pr;3 tahun lalu;Setelah sekian lama menjadi keinginan...akhirnya kesampaian juga ke Pantai Sembilan. Kebetulan waktu sampai di sana pas agak sepi...jadi bisa asik menikmati pantai . Pantainya sangat landai dan berpasir putih.... Setelah asik berfoto ria …;Netral
Nena Zakiah;5 tahun lalu;"Pantai Sembilan, aku gak bisa move on!!!! :(
Sempat kesini tanggal 26-27 Agustus silam. Kesini nyewa cottage 500K per malam, dapet free breakfast dari Pak Kades Bringsang, makasih ya pak hehe. Seneng …";Netral
kholilur rohman putra adi rasa;4 tahun lalu;Bersih aman dan bagus bangettttttt;Positif
Up Real;5 tahun lalu;Pantainya masih alami, lautnya jernih, udara segar.. suasananya oke banget buat nyantai.. ada penginapannya juga jadi mempermudah buat yg jauh dn mau brlama disana.. harga masuknya juga terjangkau.. ada wahana banana boat nya juga.. oke deh pokoknya..;Netral
KULTUM;4 tahun lalu;Pantai ini sangat indah dan menarik. Saya satu kali kesana. Tapi untuk sampai ke sana harus menyeberangi lautan dari pelabuhan Tanjung. Ikut perahu mesin dengan biaya 10.000 per orang;Positif
Eka Arsana;2 tahun lalu;view nya bagus tp klo siang panas banget;Positif
Achmad Rozzy;5 tahun lalu;Pantai Sembilan kini sudah jadi salah satu destinasi jika berkunjung ke Sumenep, Madura. Perjalanan (pelabuhan) sekitar 30 menit dari Kota Sumenep, dan 30 menit lagi untuk nyebrang ke pulau giligenting.  Disana sudah tersedia permainan air …;Netral
IQSebentar Gaming;5 tahun lalu;bagus banget rekomended lah;Positif
niqtaajude soeleiman;5 tahun lalu;semoga tetap terjaga kebersihannya;Netral
Yudit Audiland;setahun lalu;Nyaman lah;Netral
Murjito;4 tahun lalu;Pantainya bersih;Netral
Yahya M Aji;4 tahun lalu;Boljug, bagus, murah, tp ati2 sama makelar2 nya ya;Positif
marchiano anselmus;4 tahun lalu;Pemandangan yang sangat menakjubkan di Lokasi Wisata Pantai Sembilan, Sumenep. Tidak rugi saya bersama keluarga datang dari jauh, bisa disuguhkan pemandangan dari Pantai Sembilan. Semoga pihak pihak pengelola dan yang terkait selalu …;Netral
Eko Budiyono;5 bulan lalu;Tempat yg sangat bagus untuk istirahat;Positif
ardhian ahmadi;4 tahun lalu;Pantainya keren, penduduknya ramah banget.;Positif
binar andaru;5 bulan lalu;Cocok buat liburan keluarga;Netral
Aku Wong;3 tahun lalu;Pantai 8+1 mantab lah ciptaanmu ya rob;Netral
margaretha tri;4 tahun lalu;Pantai di pulau madura, indah pasir putih;Positif
Bagas W;2 tahun lalu;"Menurut saya, cukup bagus
Kemarin saya lewat pelabuhan lewat saronggi, kemudian naik kapal kecil, bisa bawa motor juga, airnya jernih, sayang saya kemarin tidak bawa ganti";Positif
faniza shona;3 tahun lalu;"Sayang aja tidak ada tempat penitipan barang, sehingga kalau misal ingin berenang semua harus jagain barang"" bawaannya. Harus mantau terus. …";Netral
Wisnu Kinx;4 tahun lalu;Pantai yg indah...Recommended buat Trip Wisata...;Positif
Aries Harijanto;5 tahun lalu;Tempatnya bagus dan menarik buat liburan. Bersih dan ada beberapa atraksi seperti banana boat, dll. Sayang transportasi kesana saat ini menggunakan perahu nelayan yang tidak setiap saat sedia untuk berangkat. Harus menunggu.;Positif
Ahmad Fikri;5 tahun lalu;Keren dan cocok amat buat weekend bareng keluarga atau teman.;Positif
maskur joker;4 tahun lalu;Tempat yg bisa memberikan pikiran fress..;Netral
Ratih;4 tahun lalu;Pantai yang terletak di kabupaten Sumenep. Kurang lebih 40 - 60 menit untuk menyebrang ke pulau ini. Terdapat warga yang tinggal di pulau ini. Kalau tidak salah, ada sekolah dasar juga. Terdapat spot - spot foto yang instagramable di tempat …;Netral
elly erawati;3 tahun lalu;Salah satu pantai di pulau2 kecil Kab Sumenep yang keren abiz... Sesuai banget dengan ekspektasi, gak nyesel udah jauh2 datang... Tempat ini dapat dijangkau dengan naik kapal motor dari dermaga Saronggi dengan biaya Rp10.000,00 per orang …;Positif
yanto babe;5 tahun lalu;Mantaaaap, Bahagia itu sederhana n tdk hrs mahal, yg penting happy,,,!!!;Negatif
Abd Wasik;4 tahun lalu;Alam semesta yg sungguh mengejutkan keindahnnya tampak dalam oantai sembilan sumenep madura;Positif
Agus W;2 tahun lalu;Pantainya bagus...cuman akses kepantai Harus naik perahu untuk menujuh kepantai..;Positif
Muhammad El-Jazzary;4 tahun lalu;Tempat wajib bagi para petualang;Netral
eRni aja;2 tahun lalu;Pantai yg cantik;Positif
KAKPJ;5 tahun lalu;Dibalik sebutannya sebagai wilayah penghasil garam, Pulau Madura juga memiliki destinasi wisata yang tak kalah indah. Seperti Gili Labak yang terletak di Kabupaten Sumenep salah satunya. Namun baru-baru ini kembali lagi terdapat sebuah …;Positif
ach choirul;5 tahun lalu;Pantai bersih, aman, Nyaman, fasilitas oke punya dan harga yang relatif murah serta akses yang dapat mudah di jangkau menjadi pilihan wisata pulau dan pantai terdekat dari pusat kota Sumenep;Positif
Chacha Nisa;5 tahun lalu;Pemandangannya bagus, fasilitas sudah membasahi, cuman memang disarankan bisa menginap karena pasti akan merasa tidak puas kalau hanya beberapa jam saja disana;Positif
Dadang Firmansah;3 tahun lalu;Mantap buat liburan;Netral
SOS DELIVERY;setahun lalu;"Kecewa banget, jauh t4nya
Hotel kurang layak
Mahal …";Negatif
Adi Santoso;5 tahun lalu;Pemandangan pantainya yang indah dan bersih;Positif
Indah Margiati;5 tahun lalu;Istimewa. Pantainya bersih , tenang dan asri;Netral
Beta Abri;3 tahun lalu;banyak fasilitas pantai d sana, harganya terjamin, bisa snorkling,kano,banana bot, ada juga tempat untuk nginap yang nyaman, ada warung makan, tempat nyanyi nyanyi, banyak pokoknya;Netral
Indra Irawan;setahun lalu;Liburan murah meriah dgn keasrian pantainya, asik buat liburan bareng keluarga, atau rekan kerja. Fasilitas penginapan jg tersedia.;Positif
Aqila Rifda;5 tahun lalu;bersih pantainya;Netral
achmad ubaidillah;3 tahun lalu;Pantai sembilan dari laut?? bagus, tenang tempatnya ?? …;Positif
Mujahidin Waru;5 tahun lalu;Cocok buat yang hobi fotografi;Netral
Heni Rahem;5 bulan lalu;Pantainya bagus?? …;Positif
Prindra Sesa;4 tahun lalu;Pantai nya menarik nyaman bersih untuk mandi ombak tenang, aman untuk anak kecil. Yang paling bikin dag dig dug adalah suasana saat menyebarng;Netral
Purwaning Tyas;3 tahun lalu;Pemandangan pantainya luar biasa, pasirnya bersih..  Cocok untuk destinasi berlibur.  Penginapan jg tersedia view menghadap ke laut..  ?????? …;Netral
M Fadhil;9 bulan lalu;Kurang perawatan.;Netral
Eka Apriliya;5 tahun lalu;Pertama kali aku kesini sangatlah takjub, perjalanan lumayan jauh dari untuk kesini, harus naik kapal dulu utk ke tempat itu, pas disitu tempatnya sangat bagis dan indah sekali, masih asri pantainya bersih, bagaikn di bali malah lebih bagus, tiketnya murah banget, jangan sampai lupa mampir;Positif
Affan Az;5 tahun lalu;setelah pengajian go pantao 9;Netral
Vq Ahmad;5 tahun lalu;Pantainya bersih, fasilitas lengkap..;Netral
JAKFAR SHODIQ (Jack'S);3 tahun lalu;Pantai bersih putih pasirnya dan debur ombak yg damai;Netral
ari sumitro;5 tahun lalu;Salah satu nuansa alam pantai yang indah dari pulau Gili Genting Kabupaten Sumenep. Masyarakat ramah, sebagian penduduk merantau. Jarak tempuh dari pelabuhan Talephung (Sumenep Kota) menuju pulau Gili Genting  lebih kurang 30 menit …;Positif
Syarif Hidayatullah;5 tahun lalu;Sesuai dengan namanya, Pantai Sembilan, aku kasih nilai 9, pemandangannya bagus masih asri, fasilitas wisatanya pun sudah memadai. Tingkatkan lagi, kalau bisa tambah fasilitas Snorkling..;Positif
Duky Ami;4 tahun lalu;Sangat menyenangkan dan memuaskan;Netral
Wiqoyatur Rohmah;5 tahun lalu;"Sangat memikat hati
Eksotis sekali, cocok untuk menghilangkan penat";Netral
Repi;setahun lalu;Menyenangkan sekali,selain tempatnya asik, jajanan disana juga sama murah murah sama dengan kios kios biasa;Positif
F Rakhma;4 tahun lalu;Bagus banget.. Selama saya blm menikah dan hidup di jawa, hanya karimun jawa yg pasirnya putih dan airnya biru bening.. Tp saya pun blm pernah menginjakkan kaki disana.. …;Positif
NUR DEWIYANTI;5 tahun lalu;Pantainya bagus, lautnya jernih jadi keliatan banget degradasi warna birunya. Cuman tak dipungkiri atmosfernya puanaaas banget, hehe. Jadi bawa topi ya, dan terus pakai sunblocknya ?? …;Positif
iYoenz Taro;5 tahun lalu;Pantainya indah dan mempesona,paling xaman buat liburan sama keluarga, lengkap ada penginapan kusus wisatawan. Juga fasilitasnya lengkap;Positif
Alifah Herawati;4 tahun lalu;Pantai pasir putih,,, masih bersih ,,, harga makanan wajar: nasi grg 10rb, mie grg 10 rb,,, musolla bersih,,, toilet ada bbrp & terawat;Netral
Sri Lestari;3 tahun lalu;Pantainya sih bagus, cuma pengelolanya kurang ramah sama masih ada beberapa sampah yg berserakan dipantainya.;Positif
Aris Arbasel;4 tahun lalu;"pantai yang terletak di pulau gili genting..
ases ke pantai sembilan dengan naik perahu dari pelabuhan tanjung tembaga.
biaya perahu 10.000 sekali berangkat.";Netral
Samjie GT;5 tahun lalu;"Karna tempat ini sangat tenang, tentram, damai, bersih, panorama pantai nya yg asri dan indah, airnya yg biru, wahananya jg pokoknya seru banget deh..
susah di ungkapin dengan kata-kata_ …";Positif
Abi Manyu;5 tahun lalu;Pantainya bagus dan bersih sayang masih banyak beberapa tmpat yg seharusnya perlu di poles lagi sehingga wisatawan yg datang bs bertambah terus;Positif
Ach Mawardi;4 tahun lalu;Wisata yang terletak di pulau gili genting;Netral
Samsu Bakoel;5 tahun lalu;Mau kasih 5 bintang.... perjalanan kesananya ituloh... yang bikin sedih... ??.... kesana pas ombak tinggi sih...n agustus-januari... emang bukan bulan yang bagus.... …;Positif
Vam Logistic Indonesia;5 tahun lalu;Pantainya bersiiih banget. Fasilitas memadai untuk wisatawan. Dilengkapi dengan penginapan dan beberapa spot foto buat yang suka selfie.;Netral
Cristananda Ratnady;5 tahun lalu;Pantai nya bagus, terdapat penginapan dari rumah kayu di pinggir pinggir pantai. Banyak spot spot yang disediakan di bentuk sedemikian rupa agar photoable.;Positif
Crash Bond;2 tahun lalu;Lumayan menghilangkan penat dan beban pikiran;Netral
sam suadi;4 tahun lalu;Pantai yg besih, Indah, pengen kesana lagi;Positif
iFirdaus Albert Audrey _fir;4 tahun lalu;Pantainya asyik dan bagus tapi puaanaasse pooll... Msh kurang tumbuhan pepohonan hijau. Semoga kedepan bs lbh baik lagi ?? …;Positif
Mita Handayani (Mita);4 tahun lalu;"Bener"" memanjakan mata pemandangannya";Netral
nafiah adawea;setahun lalu;"Baguss, CEO nya super ramah,, next time insyaallah berkunjung lagi..
Terimakasih pak SUTLAN ???? …";Positif
Ardian Rahcman Prasetiyo;4 tahun lalu;Pantai bersih , snorkling enak;Netral
Punya Saya;setahun lalu;Tempatnya sangat nyaman dan bersih, enak buat sport camping atau honeymoon;Netral
FAZA FAUZAN;4 tahun lalu;Pantai yang cantik dan bersih;Positif
Dicky Tama;3 tahun lalu;Tempat wisata yang menyajikan spot2 foto keren dan banyak pilihan penginapannya, ada juga wahana air seperti Banana boats;Positif
Ikbar Ardiatama;5 tahun lalu;Cocok buat bulan madu. Kek surga yang di rindukan.;Netral
Zulkarnain;5 tahun lalu;Tempatnya sangat indah. Hanya saja tidak ada alat transportasi dari pelabuhan menuju tempat ini. Minimal Becak / yg lainnya karna tempatnya sangat panas. Saran kalau mau kesini sore hari.;Positif
Neta Agustin;5 tahun lalu;Lautx masih alami bersih;Netral
Restoe Boemi;4 tahun lalu;Tempat yang bagus dan sangat direkomendasikan...;Positif
Wirra Dark;5 tahun lalu;Kalo menurut gw sih bagus,tapi kurang istimewa.hehhe;Positif
Reynaldi Hendriartha;5 tahun lalu;Tempatnya lumayan bagus, ada toilet, mudah di jamah, sinyal XL kenceng dan 4G (gak tau yang lain), karena waktu itu mendung jadi sepoi sepoi asik gitu;Positif
Jamiludin Usman;2 tahun lalu;Akses ke sana mudah dan murah, suasana bikin betah.;Positif
yanti ardianingrum;4 tahun lalu;Visit Sumenep.... Banyak pulau2 keren...???? …;Positif
Nita Trias;3 tahun lalu;Pasir putih, air jernih, penduduk yg ramah ?? …;Netral
Vony Yustina;5 tahun lalu;beautiful beach.. panas nya terik matahari sebanding dengan indahnya pantai sembilan (gili genting). selain menikmati suasana alam, bisa juga bermain banana boat..;Positif
Enik Susanti;5 tahun lalu;Bagus hanya saja kurang bersih;Positif
Ika Nc;5 tahun lalu;Di perbaiki lagi. Terutama transportasi tongkangnya.. Mohon jangan mahal. Krna.klw bisa ongkosnya jangan pulang pergi. Cukup pas berangkatnya aja. Karna wisatawan di bebani parkir dan tiket masuk.;Negatif
suliono andreas;5 tahun lalu;Pantai Sembilan indah, cuma pelabuhan penyeberangan perlu dibenahi. Disamping itu kapal pengangkut penumpang juga perlu dikasih yang lebih baik dan memadahi. Sehingga banyak turis asing dan domestik kesana.;Positif
FAIS aje;setahun lalu;Pantai bagus, Sayang Agak Kotor kurang dijaga Kebersihan nya;Positif
Novike ZH;4 tahun lalu;Nyaman sekali dan bikin pengen balik lagi?? …;Netral
Muhammad Habibi abdillah;4 tahun lalu;Bersih pantainya n cottagenya.. Nyaman org² nya,  nyaman untuk wisata keluarga n anak². Harga makanannya murah.. Pokoknya rekomended ya.. Thx pak kades atas pelayanannya..;Positif
Sobri Mnj;setahun lalu;Senja disini bagus beeettttt …..!!;Positif
Devid Dowher;5 tahun lalu;Nyaman buat liburan keluarga, ramah anak dan suasana tenang, semoga para wisatawan selalu menjaga kebersihan pantai;Netral
rino raines;2 tahun lalu;Banyak sampah;Negatif
parto bsm 07;setahun lalu;Tempat nya sangat rekom buat acara keluarga besar... ?????? …;Netral
Faruk Abdurrohim;4 tahun lalu;rekomended buat yg mw liburan;Netral
putra hamzah;4 tahun lalu;Jam 6 pagi merapat pantai sembilan suasana saat itu mendung berawan pantai sembilan semakin indah dan sejuk gaes.. so kapan kamu kemari?;Positif
Prita;4 tahun lalu;Sedih ada yg berpakaian tidak menutup aurat, padahal disitu adatnya kan kentel bgt dgn menutup aurat, harusnya bisa menghargai adat sekitar dgn berpakaian yg sopan..;Netral
Alwy_ faryzy;2 tahun lalu;Pantainya bagus dan bersih;Positif
Overdosa;4 tahun lalu;Pantai keren dengam ombak yang tenang;Positif
Brisky Musyahidah;4 tahun lalu;Bersih, pasir putih, air laut sangat biru. Perjalanan laut dari sumenep ke sini agak lama. Hati2 untuk yang mabuk laut, karena arus lumayan besar.;Netral
Nabila Cantik;5 tahun lalu;bagus banget pantai 9 hanya kmrn kita datang posisi suang harus pagi atau sore pasti bagus banget pemandangan nya ,,;Positif
FatmahMpoot;4 tahun lalu;Pemandangannya bagus... Masih asri...;Positif
lusi oktavia;8 bulan lalu;Bagus asal mau explore pakek motor;Positif
Dyah Ayuningtyas;5 tahun lalu;Bagus sekali pantainya;Positif
Iroy TACA;3 tahun lalu;Lautnya jernih..;Netral
Eka Yuliastuti;5 tahun lalu;Pantainya bersih belum terlalu banyak pe gunjung bener2 bisa menikmati indahnya pemandangan pantai;Positif
Avino Rizal M;4 tahun lalu;Bagus n indah;Positif
Aliefun Remos;2 tahun lalu;Bersih indah tapi sayangnya tidak bisa snorkeling air lautnya kurang jernih.;Positif
Syaiful Huda;5 tahun lalu;Pantai yang top banget lah.. Pemandangan yg bagus.. Apalagi sunset nyaa ???? boleh ngecamp lhooo... …;Positif
Moh Iksan;4 tahun lalu;"Bagus cuma masih kurang  pengembanga lahan di sebelah kiri
Dan semestinya ada mAkanan ala laut yg di kemas moderen";Positif
lazuardi muttaqien;5 tahun lalu;Tempat keren sekeren kerennya di sumenep madura.;Positif
Amirul Syaifudin;3 tahun lalu;Bersih dan bagus;Positif
saddam husien;4 tahun lalu;Recommended banget ini pulau.. pengunjung nya ga rame. Penginapan nya asik banget bisa di isi 4 orang. Isinya kasur king size 2.;Netral
Lia Mawar;5 tahun lalu;Klo ini sih ak jg suka bnget tempat nya bersih pantai nya apa lg, trus angin nya itu loh yg bikin ak betah berkunjung di pantai sembilan;Netral
Agus Afandi;sebulan lalu;Senang sekali;Netral
edi santosa;5 tahun lalu;destinasi yang perlu dicoba. mantapp gan;Netral
A. Wajid Muntaqa;5 tahun lalu;Semakin bagus dengan tambahan fasilitas pendukung;Positif
Zulfi Rahma Santi;5 tahun lalu;Pantainya bagus, masih bersih;Positif
Fking Asian;4 tahun lalu;Pelayanan dan pegembangan area sudah baik, namun akan lebih baik jika beberapa charging areanya bekerja dengan baik, serta menambahkan fasilitas2 mendukung lainnya. Terimakasih atas pengalamannya;Netral
ike witanti;5 tahun lalu;Pantainya indah hanya 30 menit sudah mengelilingi pulau..pantai mirip pantai pulau pasir gili noko bawean.recommended!;Positif
gaplexz 019;4 tahun lalu;istimewa.... tapi sangat panas;Netral
rudie guntara;5 tahun lalu;Tempatnya bagus, bersih, ada vila untuk bermalam disini di lengkapi ac dll. Dan di jamin orangnya ramah dan baik;Positif
Didik Rudianto;5 tahun lalu;Kamar tidur tidak ada TV, ac kurang dingin, pantai masih banyak sampah.;Negatif
Abut Ganteng;4 tahun lalu;Tempatnya bagus,,  hanya saja Perlu diengkapi lagi fasilitas yg Ada di pantai;Positif
Ivu Fajar;4 tahun lalu;Pantainya keren, mirip Hawai'i, akomodasi lengkap, prasarana Dan sarananya lengkap, masyarakat dan Pengelola nya we'll come.;Positif
Farid Prasetyo;3 tahun lalu;Cukup murah transportasi kapal laut y/tiket y..fasilitas lengkap.makanan harga sewajar y;Positif
Palentino Rasyid;4 tahun lalu;Pantai di daerah Madura,yg terletak di Pulau Gili,penyeberangan dari pelabuhan Tanjung.mantap dechh.nyesel g' gteng;Netral
Endik Setiawan;5 tahun lalu;Pemandangannya indah tempatnya bagus;Positif
Uzaay Sanderos;5 bulan lalu;Tidak di update, malahan lebih bagus tahun kemaren;Positif
sablon pilar Cikarang;2 tahun lalu;Pulau seribunya madura;Netral
Merlin Permatasari;5 tahun lalu;"Fasilitas oke, kamar mandi oke, pantai bersih, pasirnya putih, banyak spot foto juga!
Keren!";Positif
Dina Ismi Hayati;5 tahun lalu;Pemandangan bagus, fasilitas bagus, tapi pas nyebrang dari Madura harus siap2 dengan arus yang cukup kuat;Positif
Malvinas Namaku;4 tahun lalu;Stop point sebelum ke gili labak,biasanya buat makan pagi atau foto foto. Spot snorkling ga ada,mending ke gili labak;Netral
Hilmy Yuliardi;3 tahun lalu;Rekomended sekali;Netral
muzammal noer;5 tahun lalu;Bagus pantainya, sayangnya yg turun ke laut tidak aman karena banana boat berseliweran;Positif
Purnama;5 tahun lalu;Tempat wisata pantai yang menyenangkan.  Pantai sembilan yang terletak di Gili Genting ini menyuguhkan pemandangan alam pantai yg istimewa.;Netral
ubay mbladhuz;4 tahun lalu;akses cukup mudah di jangkau dengan rute penyebrangan reguler, pantai jg msh bersih..;Netral
laili shulfi;4 tahun lalu;Lumayan lah walau sudah tidak sebersih dulu untuk pasirnya karena banyak terdapat putung rokok;Netral
Cholis ban;setahun lalu;Tempat bersih,  alami transportasi mudah dan murah.... Mantab;Positif
maz echo;5 tahun lalu;Tempat Liburan yg asyik;Netral
SULIHA;5 tahun lalu;Keren bagus banget;Positif
Emzee Tronic;5 tahun lalu;Tempat nya bagus banget...  Nyesel kalo nggak ke sini,  jangan lupa lanjut ke wisata pantai gili labak;Positif
Julio Mahendra;3 tahun lalu;Tempat yg sangat memukau. Pantainya bersih pasirnya putih;Netral
Nurdiana Regitasari;5 tahun lalu;Sebaiknya biasakan tidak membuang sampah sembarangan yang dapat mencemari pantai. Pantainya bagus;Positif
Inung Djuwari;5 tahun lalu;Pantainya masih bersih... oke dikunjungi buat liburan bersama keluarga.;Netral
Catur Widodo;5 tahun lalu;Pantai nya relatif bersih, mamin murah, kapal nyebrang banyak, spot selfie banyak;Positif
Ferdian 006;2 tahun lalu;Minim bajhet, tak perlu mahal untuk berwisata pantai 9 tempatnya.;Negatif
aidil Kirsan;4 tahun lalu;Cuma airnya agak keruh.  Mungkin musim hujan.  Tapi lumayan bagus penginapan, toilet,  gazebo, dll;Positif
Almayda Intan Haqiqi;5 tahun lalu;IAM IN LOVEEEEE!!! Lombok nya Sumenep ini mah. Ngga usah khawatir untuk yg mau memperpanjang liburan disini karena banyak kosan/cottage;Netral
Mohammad Yasin;4 tahun lalu;Indah, eksotis, dan bersih;Positif
Dwi Sari;3 tahun lalu;Pantaiiiii terbersihhhh yang bs diakses 1 hari aja PP.  Kerrennnnnn pokoknya;Netral
Binar P. Putra;5 tahun lalu;Recommended sekali kalo liburan kesini ketika hari biasa, rasanya seperti private beach.;Netral
Ibno Hajar;setahun lalu;Mantap...;Netral
Punyae Cinta;5 tahun lalu;Pantainya bagus enak buat mainan anak kecil karena ombaknya tidak terlalu besar;Positif
firman hidayat;5 tahun lalu;kurang bersih, penataan wisata kurang baik, kurang sdm yang mempuni perihal ini, namun saya apresiasi untuk perkembangan kampung halaman dikepulauan ini. good;Netral
didik sudaryono;5 tahun lalu;Destinasi wisata pantai yang bagus dan telah ditata sehingga merasa betah untuk berlama-lama disana;Positif
Ika Yuni;5 tahun lalu;Di musim kemarau pastikan jangan lupa bawa topi pantai. Karena panasnya luar binasa;Netral
moh atiqurrahman;setahun lalu;Pantai yang bagus buat menikmati sunset. ???? …;Positif
Vieri Ag;5 tahun lalu;Tempat yang indah di Madura, cocok yang ingin liburan low budget, harga makanannya pun bisa dikatakan standard.;Positif
Laily Laduni;4 tahun lalu;keren buat referensi liburan keluarga;Positif
Ahmad Masrifan;3 tahun lalu;Recommended buat acara jalan-jalan dgn keluarga, pantai nya bersih;Netral
jangan kepo;2 tahun lalu;tempatnya bagus cuman kesadaran buang sampah pada tempatnya masih kurang;Positif
Warkomed Hidayatulloh;5 tahun lalu;"pemandangan yang bagus
pantai yang indah";Positif
nikma turrohmah;5 tahun lalu;Pantai 9 keceeee...ciamikk;Netral
Indra Wahyu Zulianto;3 tahun lalu;"Pantai masih bersih dan alam
Cuma sayang masih jarang fasilitas yg ditawarkan";Netral
arif suharnowo;5 tahun lalu;Nyebrangnya kalo lagi angin gede, agak menegangkan ombaknya. Yang ga tahan bisa muntah2.;Netral
ahmad fatkhurrohman;4 tahun lalu;Tempatnya bagus indah pantai bersih;Positif
Hallow;2 tahun lalu;Bagus dan nyaman;Positif
Pandra Suharto;5 tahun lalu;Resort ngadep pantai langsung. Dan berkunjung di hari non holiday, sangat mendukung buat relaksasi penat pekerjaan;Netral
Kukuh Ari Pambudi;4 tahun lalu;"Seperti pada ciri khas ""GILI"" di indonesia yang selalu epic untuk dikunjungi dan mencoba berbagai jasa kelautan yang tersedia";Netral
Dwi April;5 tahun lalu;Pantai yg indah, fasilitas lengkap, banyak spot foto yg instagramable pula. Beautyfull Indonesia ?? …;Positif
Zulfikar Renal;4 tahun lalu;Tempatnya bagus sekali, sayang ketika bulan juni dan juli ombak sedikit besar;Positif
Wong Ndeso;4 tahun lalu;Pantai ini bersih cocok buat bersantai. Semua akan terbayarkan;Netral
Nadya Rachmita;4 tahun lalu;pantai bersih hanya terlalu sepi penjual dan wisatawan (hari biasa);Netral
ES. Budi Santoso;3 tahun lalu;Mempesona n Klebun Desa setempat baik juga ramah. Tour Guide nya bersertifikat Kompetensi.;Netral
farrel arif;4 tahun lalu;Pantai Sembilan itu keren, ada homestay yang sangat bagus dengan harga relatif murah;Positif
Madura Vacation;5 tahun lalu;Pantai Sembilan makin okey aja, mau Liburan  sambil menikmati suasana pantai di malam hari Ya ke pantai sembilan;Netral
Mohammad Rashin, S.Sos, MM;4 tahun lalu;Saya tidak full bintang 5, karena belum ada nya pengelolaan sampah dan manajemen wisatanya;Negatif
Hafiluddin;2 tahun lalu;Tempatnya keren;Positif
Ibna Asnawi;5 tahun lalu;Sekarang ada banyak Gazebo buat temen-temen yang kepingin ngerasain bermalem disana. Keren banget!!;Positif
Hamdanie Arham;5 tahun lalu;Tempat nya enak dan nyaman.. di buat santai atau sekedar cari pemandangan;Netral
Avievakhwan;4 tahun lalu;pantainya Indah, bagus;Positif
Desi Siswati;5 tahun lalu;Tempatnya indah dan cocok banget buat kamu yang pengen camping bareng temen² kamu;Positif
Stevn Hart;3 tahun lalu;Pantai yang bersih & warna airnya begitu memukau....;Netral
