user;waktu;sentimen;lokasi;ulasan
Elf Stealth;4 tahun lalu;Negatif;Bukit Jaddhih;Puanas.... BerHati hati Banyak Pungutan Tiket Liar... Mengatas Namakan Wisata Bukit Jeddih... jangab Sampai Salah Masuk... Mending Mengikuti Kendaraan Besar Atau Truk... Karena Banyak Gang Gang Kecil Trus Dikasih Tulisan ke Bukit Jeddih …
Eka Sahla;4 tahun lalu;Positif;Bukit Jaddhih;Tempat bagus nih buat ngisi liburan bareng keluarga, yang lagi stress pengen cuci mata cocok banget
Anna Ariani Sale;2 tahun lalu;Positif;Bukit Jaddhih;Tempat ini secara alami sdh bagus tapi perlu ditata spy lebih baik lagi jg sarana umum spy ditambah. Tx
sanoe dhie;3 tahun lalu;Positif;Bukit Jaddhih;Tempatnya bagus sebenernya cuma sayang aja masih belum ada rambu2 atau petunjuk arah jadi orang pendatang pasti masih bingung...
Bang SUB;5 tahun lalu;Positif;Bukit Jaddhih;Lokasi Makin Keren, Pengelolaan diperbaiki biar pengunjung semakin nyaman
Nadia Pramu Shinta;3 tahun lalu;Positif;Bukit Jaddhih;Jangan lupa bawa kacamata,  masker,  sama payung ya gesss,,  banyak debu,  panas,  tapi view nya bangus kok lagi di renov gitu,,,
Aria Sarlito;5 tahun lalu;Negatif;Bukit Jaddhih;Banyak pungli di setiap objek foto.
masyita masya;2 tahun lalu;Positif;Bukit Jaddhih;tempatnya bagus, keren, lebih kearah wisata pemandangan lah ya
IAS RAHMAN;9 bulan lalu;Positif;Bukit Jaddhih;Awal dateng berasa kok gini doang, pas di area bukit tiba2 disamperin orang sana trus diarahkan ke tempat spot2 Poto, pas ke lokasi ternyata emang cukup asik, banyak spot indah, saran kebersihan lebih diperhatikan dan juga akan semakin …
Rian Hidayat;4 bulan lalu;Positif;Bukit Jaddhih;Takjub sama pemandangan di sini.sangat luar biasa.bukit jaddih ini bekas tambang batu kapur ya gess
Sardonani Rayanita;5 bulan lalu;Positif;Bukit Jaddhih;Bagus untuk foto2
Arifin Driver72;setahun lalu;Positif;Bukit Jaddhih;Sangatlah sayang lokasi ini, sekarang sepi karena dampak Corona
Dedi Wahyudi;4 tahun lalu;Positif;Bukit Jaddhih;Tempatnya bagus, cuma di kelola warga lokal dan ada pungli juga sebelum masuk wisata.
jojo pietersz;3 tahun lalu;Positif;Bukit Jaddhih;"Keren....
Pas panasan kerennya...
?????? …"
Hayu Esty;8 bulan lalu;Positif;Bukit Jaddhih;Bgus sihh, cm sepi
Ulil Ma;9 bulan lalu;Positif;Bukit Jaddhih;Salah satu wisata yg recomend di Bangkalan Madura
Angela Merry Krisdiana;3 tahun lalu;Positif;Bukit Jaddhih;Tempatnya sangat panas jika tidak musim hujan.kalau kesana dihimbau bawa masker dan topi bila perlu pakai sunblock
arma Bejo;4 tahun lalu;Positif;Bukit Jaddhih;Recomended. Jalan tdk susah. Jgn lpa bawa topi. Masker kacamata hitam
Fajar Dewa Adiguna;4 tahun lalu;Positif;Bukit Jaddhih;"Datang sblm semuanya berubah jd lumut
.. mumpung masih berwarna putih ?? …"
ytsE 3as2ti;4 tahun lalu;Positif;Bukit Jaddhih;Salah satu destinasi wisata di pulau Madura. Merupakan pegunungan kapur yang ditambang oleh warga. Panas iya. Tapi semua itu terbayar dengan pemandangan indah tempat itu
Ian Gabe Sinaga;5 tahun lalu;Positif;Bukit Jaddhih;Bukit kapur yang masih ditambang. Menyajikan keindahan bekas galian yang bagus, sedang dalan tahap pengembangan juga
kholidah Wahyuni;5 tahun lalu;Positif;Bukit Jaddhih;panas penuh debu banyak tempat yg berbayar untuk masuk ke akses yg kita ingini tapi bagus sih pemandangannya instragamable banget..
Desy Indraw;5 tahun lalu;Positif;Bukit Jaddhih;Tempat yang Bagus..  Saran datang saat pagi atau agak sore..  Karena panas... ???
Prophana Handi;3 tahun lalu;Positif;Bukit Jaddhih;Msh banyak kurangnya dan perawatan..... Baik itu petunjuk arah, dan tempat yg bagus buat spot foto...
Yosi Amalia Santi;5 tahun lalu;Positif;Bukit Jaddhih;Sangat unik dan menarik untuk dikunjungi. Namun sayang sekali pada saat musim kemarau airnya menguning, tidak biru seperti kebanyakan foto yang beredar. Bila kesini juga harus hati-hati dengan debu, jangan lupa siapkan masker.
Nindy Dea;4 tahun lalu;Positif;Bukit Jaddhih;Pas mendung kesini oke lah. Tapi kalau pas panas ya wow rasanya pasti...
Darwis N.a.;3 tahun lalu;Positif;Bukit Jaddhih;Tempat bagus untuk hunting foto dan rekreasi keluarga
ignatia ida;4 tahun lalu;Positif;Bukit Jaddhih;Bukit kapur yg diukir indah. Sayang berdebu karena masih ditambang kapurnya
Jp Ade;4 tahun lalu;Positif;Bukit Jaddhih;Bagus, tp masih dalam renovasi. Mungkin kalau sudah jadi akan sangat bagus
Zaenal Zakariazen;5 tahun lalu;Positif;Bukit Jaddhih;Bukit jaddih Bangkalan merupakan bukit kapur yang masih aktif. Jadi banya pekerja yang melakukan aktivitas penambangan di tempat tersebut. Sebagian spot bekas penambangan dapat anda gunakan sebagai wahana wisat. Di sana terdapat kolam …
Erwin Brewok;5 tahun lalu;Positif;Bukit Jaddhih;Perbukitan kapur yg lg d olah untuk wisata batu kapur
Jeng Asih;5 tahun lalu;Positif;Bukit Jaddhih;Bukit Jaddih Madura , keren lokasinya seperti berasa ada di luar negri, cocok juga untuk yg suka berpetualang ?????? …
Therry Martien;5 tahun lalu;Positif;Bukit Jaddhih;Tempat yang sangat indah,dan saya sarankan jika anda ingin berkunjung ke tempat ini jangan lupa bawa masker, karena angin cukup kencang
Januar Sugiarto;4 tahun lalu;Negatif;Bukit Jaddhih;Panas dan berdebu...sebelum kesana baiknya siapkan masker, kacamata, topi dan payung...mohon retribusi biaya masuk jgn terlalu banyak
Istiqomah Ardiyanto;4 tahun lalu;Positif;Bukit Jaddhih;Tempat bagus, cuman banyak pungli. Tiket masuk 20rb.. Trus di dalam, eh masih ditarik uang parkir 20rb
Rita Sehan;3 tahun lalu;Negatif;Bukit Jaddhih;Hanya pemandangan bukit kapur saja, selebihnya tidak ada apa2 disana, danau nya juga kering
Yuliarta Kurnia Pramai Sella;11 bulan lalu;Negatif;Bukit Jaddhih;Ketika melihat pola kerukannya, nambangnya penuh dgn perhitungan.
Tommy Hutama;9 bulan lalu;Positif;Bukit Jaddhih;Lokasi wisata dikelola oleh masyarakat sekitar, sehingga menimbulkan kesan yang amburadul. Tidak ada lokasi parkir yang memadai. Harga tiket relatif murah, 5rb/orang.
Rina Andriani;4 tahun lalu;Negatif;Bukit Jaddhih;Belum terawat, masih banyak pungli utk tiket masuk
Ananda Nico Ardiansyah;5 tahun lalu;Negatif;Bukit Jaddhih;Tempat cocok untuk rekreasi. Namun hati2 untuk yang berangkat sendirian atau berduaan. Karena banyak begal
Ricky Marlissa;setahun lalu;Positif;Bukit Jaddhih;"Spot Foto dengan latar bukit kapur bekas galian tambang.

Toilet gelap tdk ada lampu. …"
Nunung Wahyudi SP;setahun lalu;Positif;Bukit Jaddhih;Lahan luas ... cocok buat wisata yg dekat dengan Surabaya. Buat foto-foto prewedding, dan keluarga. Tiket parkir motor 10rb .dan tikect  masuk 5000 perorangan.  Disarankan bawa payung , dan kondisi sehat supaya bisa jalan² tanjakan bisa di …
RINA AZCHAR;4 tahun lalu;Positif;Bukit Jaddhih;Tempat wisatanya lumayan bagus, tp panas
fardha fadillah;3 tahun lalu;Positif;Bukit Jaddhih;"Bagus sih tmpt nya??, tp nggak ada tmpt buat berteduh
Panas bgt???? …"
Dyah Ayu NS;5 tahun lalu;Positif;Bukit Jaddhih;Tempat tambang kapur. Bagus tempatnya. Sayangnya jalan kecil menuju lokasi kalau habis hujan jadi becek berlumpur. Sehingga agak berbahaya untuk pengendara motor.
Bayu Adi Wibowo;5 tahun lalu;Positif;Bukit Jaddhih;"tidak seindah dan sebagus 1-2 tahun lalu
kondisi danau buatan sangat mengenaskan"
Adista Cista;4 tahun lalu;Positif;Bukit Jaddhih;Keren pemandangannya sayangnya jalannya kurang terbenahi
Thobias Andhika;4 tahun lalu;Positif;Bukit Jaddhih;Tempatnya menarik kalau di explore lagi, banyak hidden spot yang sepi banget jauh dari wisatawan pada umunya.
karlos david;4 bulan lalu;Positif;Bukit Jaddhih;"Wajib sun glasses & sun cream
Selebihnya wow & indah"
Muhammad Farid;4 tahun lalu;Positif;Bukit Jaddhih;Keren, sebuah tempat bekas pertambangan yg dijadikan tempat wisata
dianawek dian;3 tahun lalu;Positif;Bukit Jaddhih;"Keren bnget.. Unik dengan ukiran batu kapur yg dibentuk sedemikian rupa

Cukup dengan 35rb saja..  Video lebih lanjut bisa tonton dichannel
youtube dianawek dian"
blue night;4 tahun lalu;Positif;Bukit Jaddhih;Bagus rek..cm kl k sana bagusan pas sunset ato pagi sekalian
Rommy Perdana Putra;3 tahun lalu;Negatif;Bukit Jaddhih;Banyak preman dan panas sekali. Jadi tidak nyaman untuk berwisata.
rya arista;4 tahun lalu;Positif;Bukit Jaddhih;Danaunya kyk gak terawat, aksesnya jg kurang bagus, tp mayan seh buat foto2
Incam Sudarmadi;2 tahun lalu;Positif;Bukit Jaddhih;Mestinya ada wisata pakai jeep dari suramadu ke bukit jaddih.. kebayang asyiknya sih lewat sawah2, jalan makadam dan bisa muter2 di bukit ???? …
AR1 CHANEL;4 tahun lalu;Positif;Bukit Jaddhih;Tempat nya bagus,  sangat di sayangkan Pungli Pungli juga,  jalan masuk lokasi juga sangat bagus  dan Sangat di harapkan dinas parawisata yamg berkaitan Tolong di benahi.
budi mega prasetyo;4 tahun lalu;Positif;Bukit Jaddhih;Penambangan kapur yang dijadikan obyek wisata. Lebih besar dari tebing breksi, sangat potensial. Masih sedang dikembangkan
JUANDFI CHANNEL;4 tahun lalu;Positif;Bukit Jaddhih;Sangat bagus dan keren buat foto..
Paramita Setiarani;4 tahun lalu;Positif;Bukit Jaddhih;Tempatnya bagus, sayang panas nya menyengat.
Hari Hartono;4 tahun lalu;Positif;Bukit Jaddhih;Bagus sekali. Sangat potential untuk dikembangkan. Akses jalan dan pengelolaan obyek wisata perlu ditingkatkan
anthony enrico;5 tahun lalu;Positif;Bukit Jaddhih;Pemandanganya bagus, klo kesini mendingan di sore hari. Supaya tidak kena terik matahari yg panas
vina mila;setahun lalu;Positif;Bukit Jaddhih;Nice place n klo pinter cari spot foto pasti kece .. ???? …
arum “Sari” puspa sari;5 tahun lalu;Positif;Bukit Jaddhih;Bagus tapi menyeramkan ??. Kalo berangkat sama2 cewe. Jalanan curam. Mending naik mobil pas kesini soalnya debunya bertebaran. Trus danaunya kalo pas musim panas ijo enggak biru lagi. …
Kimi Hikari;3 tahun lalu;Positif;Bukit Jaddhih;Disini pemandangan dari atas sangatlah indah, dengan dikelilingi pegunungan kapur. Menjadi tempat yang sangat menarik
Septian Anom Atmojo (Anom);4 tahun lalu;Negatif;Bukit Jaddhih;Nggak tau sih, menurutku sistem administrasi nya kurang tertata, but lumayan
Mas Purwo (Mas Purwo);4 tahun lalu;Positif;Bukit Jaddhih;Buat spot photo aja sih klo LG kemarau
HONDA ASTREA SERIES Surabaya - Sidoarjo;2 tahun lalu;Negatif;Bukit Jaddhih;"Akibat keserakahan manusia bukit jaddih lama"" akan hilang"
Demes Mustika;4 tahun lalu;Negatif;Bukit Jaddhih;Panas. Dan mahal tiket nya. Masa disuruh bayar 2 kali. 2 org 40rb . Tempat nya mengecewakan. Parahh
Maulida al fita;4 tahun lalu;Positif;Bukit Jaddhih;Tempat nya bagus untuk tiket masuk 30. Kalau mau naik keatas harus nambah biaya padahal tmpt sama saja
Dwi Rahmawan;5 tahun lalu;Positif;Bukit Jaddhih;Ada perahu buat foto ada juga kolam renang
bedjo setijawan;3 tahun lalu;Positif;Bukit Jaddhih;Tempat wisatanya bagus eksotis,,,bagus utk wawasan perbukitan keras
binda banatau;5 tahun lalu;Positif;Bukit Jaddhih;Pilihan wisata yang bagus, hanya saja terlalu banyak preman. Dikit2 bayar.
Leni Edi;4 tahun lalu;Positif;Bukit Jaddhih;Tempatnya artistik ..bagus u foto spot.. cuman agak panas..
Teguh Sinulingga;4 tahun lalu;Positif;Bukit Jaddhih;Tempat penggalian kapur yang dijadikan tempat wisata
Rio Zulfikar;4 tahun lalu;Positif;Bukit Jaddhih;Bukitnya tidak buruk, lumayan buat foto2, hawanya panas
Yeni Sisnawati;4 tahun lalu;Positif;Bukit Jaddhih;Jng bagus viewnya utk swa berfoto
Tya Tiyul;2 tahun lalu;Negatif;Bukit Jaddhih;Akses masih buruk, akan lebih baik juga jika diberikan penunjuk arah masuk dan keuar. Karena sangat membingungkan
Agus Yuliyanto;2 tahun lalu;Positif;Bukit Jaddhih;"View nya bagus
Tempatnya dingin dan sejuk"
Rian Prio Bramantio;4 tahun lalu;Positif;Bukit Jaddhih;Perlu ditingkatkan dan dikembangkan lagi agar lebih atraktif dan menarik.
Egha Fitri;5 tahun lalu;Positif;Bukit Jaddhih;Bagus...tapi panasnya mintak ampunnnn??gpp yg penting seru?? …
Hidayat Hadi;4 tahun lalu;Positif;Bukit Jaddhih;"Bagusss sekali cumaa PUNGLINYA ITULOHH....  WAGELASEEEHH!!  bikin gak lagi lagi kesana sebelum bener bener di atur tur tur..  Jalan berapa meter bayar ...jalan lagi bayar...  Jalan lagi bayar...  -.-"") keterlaluan sih menurutku."
fitri octavianie;4 tahun lalu;Positif;Bukit Jaddhih;Tempat nya keren banget.. Dri awal. Masuk ada pungutan biaya...
sulis susantok;4 tahun lalu;Negatif;Bukit Jaddhih;Kurangnya penunjuk jalan, lokasi yg berdebu namun di goa pote lumayan dingin dan sejuk,  lokasi berdebu karena area tambang batu kapur
Fiko Agung;4 tahun lalu;Positif;Bukit Jaddhih;Pertambangan kapur yang di jadikan objek wisata,  ada goa2 buatan,  danau dan tebing2 kapur.
Arul Varizers;11 bulan lalu;Positif;Bukit Jaddhih;Bukit jaddih merupakan destinasi yang menarik untuk dikunjungi ketika berada di Madura. Bukit Jaddih ialah destinasi berupa tambang kapur yang memiliki pemandangan yang Instagramable. …
Niko San;5 tahun lalu;Positif;Bukit Jaddhih;Danau yang di bawah kurang bagus. Lebih bagus naik le atas bukitnya. Viewnya mantap.
Innararetya Khadijah6A;3 tahun lalu;Positif;Bukit Jaddhih;Bulan Agustus kesana..  Danaunya surut.. pdhal klo pas airnya penuh lebih bagus
M. Hilal Nur Anshori (Hils);4 bulan lalu;Negatif;Bukit Jaddhih;"Lagi lagi
SDM nya penduduk sana?? …"
Versaputra Avecenna;11 bulan lalu;Negatif;Bukit Jaddhih;Oct 2022, ga seputih tahun 2016.
oyik oyik;5 tahun lalu;Positif;Bukit Jaddhih;Tempat nan indah dan sempurna untuk berpose serasa berada di dunia dongeng
Adventina Permata cahya;4 tahun lalu;Positif;Bukit Jaddhih;Banyak tukang parkir abal2 yang minta biaya parkir padahal kami sudah bayar parkir di depan, selebihnya bagus viewnya
Rama Dani;setahun lalu;Positif;Bukit Jaddhih;Pemandangannya sangat ?????? …
Asriandi Kautsar;8 bulan lalu;Positif;Bukit Jaddhih;Melihat tambang kapur yg diubah jadi obyek wisata. Pakai sunscreen atau alat pelindung, di siang hari panas sekali
Benediktus Kristiadi;4 tahun lalu;Positif;Bukit Jaddhih;Kerennn tempatnya cocok untuk bersantaii ?? …
Muhammad bin rachmad;5 bulan lalu;Positif;Bukit Jaddhih;Setelah nyampe kita disuguhkan hamparan bukit kapur yg indah
Fitri Handayani;4 tahun lalu;Positif;Bukit Jaddhih;Semua bagus..  Sayangnya toiletnya airnya kotor
Bangun Pagi;3 tahun lalu;Negatif;Bukit Jaddhih;sangat recomend sayang banyak pungli. harus ditindak tegass
budiharjo gitowiryono;4 tahun lalu;Positif;Bukit Jaddhih;pada dasarnya bagus, namun masih perlu banyak perbaikan dan pengembangan
elizabeth wulandari;5 tahun lalu;Positif;Bukit Jaddhih;Bagus tapi panas bgt, banyak restribusi yg gak jelas, penunjuk arah tidak jelas
Info Property Malang & Batu;3 tahun lalu;Positif;Bukit Jaddhih;Tempat penambangan batu kapur, hati-hati untuk pengunjung dengan kendaraan roda 2 lebih baik pergi berkelompok.mi
Annyssa Maylia;4 tahun lalu;Negatif;Bukit Jaddhih;Pas otw kesana harus hati2 soalnya banyak banget yg narikin uang gk jelas. Terus tiba2 pas udh diatas dimintain uang tiket msuk padahal td d bawah udh bayar.  Hati2 ya guys
Annisa Fira;5 tahun lalu;Positif;Bukit Jaddhih;Tempatnya bagus buat foto. Biayanya murah meriah,cuma 10 ribu per 2 orang plus motor.
Dian Andriani;11 bulan lalu;Positif;Bukit Jaddhih;Bukit Yang Bagus dan Indah gk rugi rekreasi ke sini
anita suryani;10 bulan lalu;Negatif;Bukit Jaddhih;Sepiiiiii g ad apa2 nyaaa .. kurang seru
Januar Khaidir;2 bulan lalu;Positif;Bukit Jaddhih;Mungkin lebih bagus kesana klo musim hujan
The OinK;4 tahun lalu;Positif;Bukit Jaddhih;Bagus tempat nya... tapi jalan menuju lokasi perbaikin dunk....
alifah febrian;3 tahun lalu;Positif;Bukit Jaddhih;Walaupun panas dan debu, tapi ntah lah suka aja sama tempat ini.. kece bgttt ???????? …
Pak Ardi Ganteng;setahun lalu;Positif;Bukit Jaddhih;Panas kalo siang... Tapi kalo pagi atau sore lebih aku saranin sih
Rio Al-Hilmiy;5 tahun lalu;Positif;Bukit Jaddhih;Sudah mulai di perbaiki menjadi tempat Wisata
Yuliana Ana;4 tahun lalu;Negatif;Bukit Jaddhih;Tempatnya panas siap2 bawa payung. Terlalu banyak retribusi menjengkelkan.
Stefani Gabriela;5 tahun lalu;Positif;Bukit Jaddhih;Bagus tetapi terlalu banyak pungutan liar.
Rini Cahaya;4 bulan lalu;Positif;Bukit Jaddhih;Keren tempat ya buat yg suka foto2 vibes ya mantap
Abdillah MT;5 tahun lalu;Positif;Bukit Jaddhih;Bukit kapur yang indah. Terdapat danau kecil berwarna biru di lembahnya. Bagus unutk wisata disekitar Madura dekat dengan jembatan Suramadu.
Dyah Anr;4 tahun lalu;Negatif;Bukit Jaddhih;"Tempatnya asli, asli panas??
Untuk masuk kesana kudu bayar 3x
Pertama seikhlasnya …"
okta viana nurrohmah;5 tahun lalu;Positif;Bukit Jaddhih;Tambang batu putih di Madura menjadi daya tarik wisata
Vina Himma;4 tahun lalu;Positif;Bukit Jaddhih;Bagus banget tempatnyaa. Cocok buat refreshing
Adi Irawan;5 tahun lalu;Positif;Bukit Jaddhih;Panas sekali, tapi untuk view foto banyak spot yang keren
Anna Dh;setahun lalu;Positif;Bukit Jaddhih;Sukaaa banget  panoramanya dan terima kasih banyak buat bpak yg fotoin kita
073_ Nanda D Kartika;5 tahun lalu;Positif;Bukit Jaddhih;Bagus untuk dikunjungi, untuk teman2 yang lagi main kemadura
Latiful Hisyam;5 tahun lalu;Positif;Bukit Jaddhih;Tempat nya asi...pemandangan nya juga  agus cocok buat yang suka adventure
Erza Minatullah;5 tahun lalu;Positif;Bukit Jaddhih;Puanase poll! Tapi keren banget lah buat pepotoan!!
Alfan Ramadhan;5 tahun lalu;Positif;Bukit Jaddhih;"Ini tempat yang indah dan ini bisa untuk di petualangan ni
Dan bisa ngajak keluarga dan teman teman"
Sal Sali;4 tahun lalu;Positif;Bukit Jaddhih;Bagus buat spot foto. Tapi kalo kesana disarankan lewat Bangkalan Kota untuk yg cuma rombongan 2 orang atau 4 orang
Sardani Muhammad;5 tahun lalu;Positif;Bukit Jaddhih;Bukit dgn panorama yg luar biasa indah..
No Name;4 tahun lalu;Negatif;Bukit Jaddhih;Puanas,persiapan bawa kacamata hitam biar ngga silau
Rocky Hermawan (Rocky);5 tahun lalu;Positif;Bukit Jaddhih;Tempatnya sih bagus tapi tempatnya berdebu, lokasinya agak masuk dari jalan utama
muhammad fauzi;9 bulan lalu;Positif;Bukit Jaddhih;Viewnya bagus, tapi belum di tata dengan baik...
Martinus Ng;setahun lalu;Positif;Bukit Jaddhih;Wisata tambang batu kapur. Mungkin karena belum di kelola baik jadi fasilitas seadanya. Masuk gerbang dipungut Rp 20.000. Sampai dalam setengah dipaksa bayar Rp 5000 tanpa karcis. Buat foto2 cukup bagus dan ada danau buatan dan goa goa
enna najma;4 tahun lalu;Positif;Bukit Jaddhih;Wisata alam dengan memanfaatkan bekas pertambangan, sangat cocok untuk selfi, lokasinya juga dekat dengan makam mbah kholil
Ersa Azizah;3 tahun lalu;Positif;Bukit Jaddhih;Saran saya kalau kesini menjelang sore aja supaya matahari agak redup. Mengingat tanahnya adalah batu kapur, warnanya putih, jadi silau banget di mata. Sumpah. Kalian wajib pake kacamata hitam biar mantap foto2nya. …
Lucky Indriana;setahun lalu;Negatif;Bukit Jaddhih;Tidak direkomendasikan untuk mengendarai sepeda motor karena medan berupa batuan kapur berlumut yang bisa menyebabkan sepeda motor tergelincir. Sedia sunscreen dan masker karena suhu udara sangat panas dan berdebu akibat proses penambangan batuan kapur.
Bebe Donk;setahun lalu;Negatif;Bukit Jaddhih;"Wisata eks penambangan batu (kapur)

Waktu akan masuk ke lokasi wisata, pengunjung dikenakan bea masuk : …"
arief;3 tahun lalu;Positif;Bukit Jaddhih;Tempatnya panas kalok siang hari tapi semua itu terbayarkan dengan view yg begitu indah....
arfan wijaya;3 tahun lalu;Positif;Bukit Jaddhih;Tambang bukit kapur yg lumayan cantik... Sayangnya kebanyakan yg narik duit. Ga jelas mana yg resmi mana yg bukan.
Farouk Yufara;5 tahun lalu;Positif;Bukit Jaddhih;klo hari libur atau tanggal merah rame bgt..akses lwt sana lebih enak arah dr terminal bangkalan
Aditya Nugroho;4 tahun lalu;Positif;Bukit Jaddhih;Tempatnya bagus buat foto foto dan unik
Salama Amah;setahun lalu;Negatif;Bukit Jaddhih;Minusnya cuma kurang terawat aja
yosua christian;4 tahun lalu;Positif;Bukit Jaddhih;Tempatnya Bagus, tpi tidak pengelolaan dari pemerintahan, jadi pemalakan liar masih sering ditemui
kentank;4 tahun lalu;Positif;Bukit Jaddhih;Tempatnya bagus di luar ekspektasi, untuk masuknya kemaren gratis sih pas pagi, gatau tapi bayar atau ga.
Depi Kurnia;8 bulan lalu;Positif;Bukit Jaddhih;Sangat eksotis dan bagus
dayat rahmad;5 tahun lalu;Positif;Bukit Jaddhih;Sudah dua kali kesini view nya gak kalah sama yg diluar negri apa lagi saya sudah kedua kali ke bukit jeddih audah banyak yg diperbaiki ramah untuk wisata
Hesti Dewie;3 tahun lalu;Positif;Bukit Jaddhih;"viewnya bagus ....
musti bawa kacamata hitam biar g silau krn pantulan tebing"
Agus Budianto;2 tahun lalu;Positif;Bukit Jaddhih;Semakin keren saja bukit kapur yang ada di ujun barat pulau madura ini ???? …
teambull gerry;3 tahun lalu;Positif;Bukit Jaddhih;Bagus dan indah sayang kurang dikelola dengan baik sebagai obyek wisata
bibit rosida;4 tahun lalu;Positif;Bukit Jaddhih;Bukan kali pertama kesini... Tp rasanya masih banyak sudut yg belum terekspose....
Anna Wijayanti;5 tahun lalu;Positif;Bukit Jaddhih;Spot foto bagus tp sayang banyak pungli dan preman. Orang2 nya tdk bersahabat.
davit rijadi;5 tahun lalu;Positif;Bukit Jaddhih;Tempat yg bagus unt foto2...agak panas..tp cukup menyenangkan
the skinny feet;3 tahun lalu;Positif;Bukit Jaddhih;Sekedar nostalgia Ini photo pas jaddih masih awal awal tenar , sampai skrng belum kesini lagi terakhir liat skrng udah mirip kyk di iceland
Singgih Junaedi;4 tahun lalu;Positif;Bukit Jaddhih;Bagus juga asal bisa ambil spot yg bagus untuk foto
Irawan Sukma;5 hari lalu;Negatif;Bukit Jaddhih;Masuk lokasi kebanyakan tiket .......
Santi Octavia;4 tahun lalu;Positif;Bukit Jaddhih;Tempat yang bagus dan keren untuk foto2... intragamble...
Nurman Riyadi Rahman;5 tahun lalu;Positif;Bukit Jaddhih;Tempat yang bagus dengan pemandangan batu kapur yang unik. Recommended buat pecinta fotografi
Dito Channel;4 tahun lalu;Positif;Bukit Jaddhih;Tempat keren, lebih keren kalau akses jalannya lebih bagus.
shofan azizi;9 bulan lalu;Positif;Bukit Jaddhih;Suasana bagus, tapi sistem karcis yang menurut saya kurang enak, seolah olah ada pungli...
Ruth Melissa;7 bulan lalu;Negatif;Bukit Jaddhih;Banyak pungli, pelayanan sangat tidak ramah, kesannya memalak, tempat tidak terawat,
Peka Yuliantoro;2 tahun lalu;Positif;Bukit Jaddhih;Keren, semoga lebih maju, penataannya, keamanan dan kenyamanan pengunjung
Ilham Fatahillah;4 tahun lalu;Positif;Bukit Jaddhih;Indahnya tak seperti dulu.. Kata teman yg saya ajak. Tak seperti ekspektasinya.
Ardian Rahcman Prasetiyo;4 tahun lalu;Positif;Bukit Jaddhih;Wisata di madura yang foto instagramable dan mueah . Ini foto jaddih 2 tahun lalu
Indahsriw Wulandari;4 tahun lalu;Positif;Bukit Jaddhih;Waktu nyampai sana hampir sore jadi gak begitu panas
Muhammad Asri;2 tahun lalu;Negatif;Bukit Jaddhih;Kurang terawat. Sistem tiket masuk buruk.
Bagus Kurniawan;5 tahun lalu;Negatif;Bukit Jaddhih;Kurang tertata (semrawut) pengalaman masuk harus bayar 2X.. Spot foto kurang ?? …
zheen mradas;4 tahun lalu;Positif;Bukit Jaddhih;Salah satu pemandangan yang aan memajakan mata pengunjung
Salsalah;4 tahun lalu;Positif;Bukit Jaddhih;Satu2nya bukit kapur yang berwarna putih di bangakalan madura, mayoritas masyarakat tergolong ramah tamah
Achmad Shodiq;4 tahun lalu;Positif;Bukit Jaddhih;Spot istimewa untuk berfoto selfie
Rully Amrullah;5 tahun lalu;Negatif;Bukit Jaddhih;Siap bawah yang pecahan 10rb....banyak pungli
Raditya Rizky Apriansyah;5 tahun lalu;Positif;Bukit Jaddhih;Pakai masker pakai helm pakai boot dan jangan lupa kacamata kalo mau kesini, sejam jadi penambang kapur
Yuslimul marufa;4 tahun lalu;Positif;Bukit Jaddhih;Tempatnya bagus dan berpotensi hanya saja akses ke sana belum terlalu mudah.
Giyanto Giyanto;setahun lalu;Positif;Bukit Jaddhih;Kapok saya kesana....baru belok dari jalan aspal menuju lokasi sudah ada tarikan 10 rb. Masuk lokasi ada tarikan 20 rb. Terus masuk parkir untuk foto foto ada tarikan 20 rb. Pindah ke spot yg lain ada tarikan 20 rb lagi.... Bosan disana …
Pistachio;4 tahun lalu;Positif;Bukit Jaddhih;"Tempatnya sangat bagus, kalo pagi2 banget sekitar jam  setengah 7 kesini terus foto2 berasa kayak ada di gunung Es.
Menuju siang cuaca panas, saya sarankan pakai sunblock/sunscreen, berasa ada di …"
Jo Be;5 tahun lalu;Positif;Bukit Jaddhih;"Kurang rekomendasi untuk tempat rekreasi keluarga
Untuk foto-foto tempat lumayan bagus ?? …"
Internusa HeatingElement;setahun lalu;Positif;Bukit Jaddhih;Mengecewakan sekali, banyak pungutan liar. Belok dari jalan aspal menuju lokasi dah kena 10 rb. Masuk lokasi kena 20 rb. Masu ke area kena 20 rb. Pindah mobil kena 20 rb. Pindah mobil lagi untuk foto foto kena 20 rb. Kapoooook saya kesana... Pungutan liar tok...
Gilang Ramadan;sebulan lalu;Negatif;Bukit Jaddhih;Pas lg kemarau danaunya kering
Rigukkk Saputra;2 tahun lalu;Positif;Bukit Jaddhih;"Jangan kesini pas siamg hari ya...
Alamat g bisa foto²"
Rubi Strubi;3 tahun lalu;Positif;Bukit Jaddhih;tempat wisata yang unik dan  bagus
Sindi Seviani;5 tahun lalu;Positif;Bukit Jaddhih;Bagus tp masih banyak pungli
rizki santoso;3 tahun lalu;Positif;Bukit Jaddhih;Tempat asik, hati hati saat hujan, karena jalanan berbatu
dwi yuliantoro;4 tahun lalu;Positif;Bukit Jaddhih;Prospek bagus untuk tempat pariwisata,, perlu dikembangkan lagi..
