user;waktu;sentimen;lokasi;ulasan
Sultan Iskandar Dinata;4 tahun lalu;Positif;pantai sembilan;Pantai yang indah dan penduduk yang ramah
RnT;4 tahun lalu;Positif;pantai sembilan;Sunset dan sunrisenya cantik banget. Pasir putih dan ombak yang lembut membuatku ingin kembali lagi ke sini. Malam minggu di sini rame banget, kita malah tidur di pinggir pantai sampai pagi. Banyak spot selfie dan wahana permainan air …
abdul cholid;4 tahun lalu;Positif;pantai sembilan;Panti bersih, villa nyaman. Suasana malam yang bagus.
Syaiful Amien;2 tahun lalu;Positif;pantai sembilan;Rekomendasi destinasi wisata di kabupaten Sumenep cukup nyaman dan menyenangkan
Ali Abror;4 tahun lalu;Positif;pantai sembilan;Pantai yang bagus dan lumayan bersih. Tempat sampah kurang banyak. Banyak pengunjung yang suka buang sampah di laut. Harga tiket 10k non weekend. Kalo rame mungkin naik. Tiket sudah termasuk sewa sampan dan berlaku satu kali. Kalo mau …
Ika Ginting S.;2 tahun lalu;Positif;pantai sembilan;Untuk ke pantai sembilan ini ada perahu reguler yang berangkat dari Pelabuhan Tanjung Saronggi, tarifnya 10 ribu per orang dewasa. Perahu ini cukup besar dan bisa membawa sepeda motor dalam jumlah banyak. Parkir mobil di daerah sini …
Ila Muizza;5 tahun lalu;Positif;pantai sembilan;Tempat yg bagus. Pokoknya kalau butuh vitamin Sea ke sini aja.
Alzio Kids;4 tahun lalu;Positif;pantai sembilan;Saya bersyukur setelah dari penyeberangan pake kapal tongkang Rp. 10,000 trus nyampe deh di pantai sembilan. MasyaAllah,walhamdulillah pantainya bersih. Itu dulu yg tertangkap oleh pikiran saya. Selanjutnya fasilitas yg lain antara lain …
Ady Prasetya;3 tahun lalu;Positif;pantai sembilan;fasilitas yang lengkap mulai dari toilet, banana boat 130rb!max.6org , persewaan kano, atv, spot foto gratis, tempat istirahat dan juga ada penginapan bagi yang ingin bermalam dengan tarif 300~600rb!malam. bagi yang mau camping juga ada …
Zig Zag;setahun lalu;Negatif;pantai sembilan;Berisik, live musicnya rame, suaranya fals, pokoknya gak worth it banget lah kalo mau tenangin diri kesini, yang ada malah nambah pikiran
Ahma Rizal;5 tahun lalu;Positif;pantai sembilan;Bagus pantai nya saya sudah ke 2× nya kesana tapi gk pernah bosan dan ingin kesana lagi,lagi,dan lagi
Ciden;5 tahun lalu;Positif;pantai sembilan;Tempat menginap yang disewakan bagus. Tepat di depan pantai dan terdapat pepohonan.
Disini Indomaret;3 tahun lalu;Negatif;pantai sembilan;"Sedang rame malah air ga ada
Trs lampu wc mati
Waktu datang kano tdk bisa digunakan karna bocor …"
yonzi ya;4 tahun lalu;Positif;pantai sembilan;Pantai yang masih bersih di seberang pulau Madura. Tempatnya bersih dan nyaman. Pasirnya putih masih bersih. Ada beberapa permainan di laut, banana boat, dll. Ada beberapa bungalow murah meriah menghadap pantai. Tinggal pengelola harus bisa menjaga kebersihan pantainya supaya orang kerasan karena merasa nyaman.
KSDS Channel;4 tahun lalu;Positif;pantai sembilan;??keren sih kalo di lihat dari pemandangan dan hal hal lain yg di sediakan oleh pengelola. tapi sayangnya kita di batasi untuk berenang tidak boleh jauh jauh.  untuk tempat ganti pakaian sudah ok nih gan. jadi gk seperti pantai lain di sini …
de as;4 tahun lalu;Positif;pantai sembilan;"1. Pasirnya putih
2. Pasir dan air bersih
3. Ada penginapannya juga (ber AC). Jumlahnya cukup banyak sekitar 10 penginapan …"
Solex (Muhammad Sholehuddin);2 tahun lalu;Positif;pantai sembilan;mantap, ngecamp 20k masuk 10k, sewa tenda(2 orng) 50 k, buat kapal 10k/org kalo motor diangkut 10k+2k(jasa angkut motor kekapal
E Sugeng Riyadi;4 tahun lalu;Positif;pantai sembilan;Menurutku tempatnya enak, pasir putih dan ada obyek buatan buat foto fotoan. Cotage juga ada, walau ukurannya kecil sekitar 3x3 meter. Cuma kejelekannya, saat turun dari kapal mau menyeberang jembatan kearah pantai dimintain karcis terus saat sampai ujung jembatan saat sampai di pantai dimintain karcis.
Aya J;4 tahun lalu;Positif;pantai sembilan;When I was there,  the beach was so clean, no trash and trash bin everywhere. You also can rent snorkeling set. Penjual makanan ringan dan berbagai minuman juga tersedia. Juga ada gubuk yang rapih dan menarik untuk pengunjung yang ingin …
uma nisfa;2 tahun lalu;Positif;pantai sembilan;Pantai yg sangat indah..meskipun harus nyebrang lautan untuk bisa kesana...viewnya juga sangat cantik ...ada penginapan juga di pinggir pantai...jd bangun tidur langsung bisa menatap lautan...?? …
Adlin Maulidia;3 tahun lalu;Positif;pantai sembilan;"sebelum sampai ke lokasi pantai, pengunjung harus menyebrangi lautan ??
kapal cukup besar karena selain memuat orang (nggak tau berapa maksimalnya), juga memuat sepeda motor (nggak tau juga berapa maksimal angkutnya). setelah turun ke darat, dilanjut jalan kaki untuk sampai ke pantai …"
mahardian rahmadi;4 tahun lalu;Positif;pantai sembilan;Panti yg tenang dan jernih sekali airnya. Untuk ke pabtai ini butuh perjalanan naik perahu selama kurang lebih 30 menit. Sampai di dermaga pantai sembilan langsung bisa melihat ikan-ikan kecil yg berenang dibawah dermaga buatan. …
BProject Pamekasan;4 tahun lalu;Positif;pantai sembilan;wisata yg lagi buming daerah madura kota pantai paling timur sumenep, menyajikan pantai yg sangat bagus dan pasirnya yg putih di tambah airnya yg sangat jernih dan batu karang yg sangat bagus, tidak heran jika bnyak orang yg menggumi pantai …
Kevin Pratama;4 tahun lalu;Positif;pantai sembilan;Pantai yang bersih dan Menarik , belum tercemar oleh sampah Plastik. Pemandangan Laut Luas yang biru cukup memanjakan Mata. Belum lagi disediakan wahana air yang melengkapi Ciri Khas. Beberapa toko juga menyediakan snack dan makanan sebagai …
Fatimatus Sahra;5 tahun lalu;Positif;pantai sembilan;Amazing??????luar biasa bgus g kecewa …
Andik Mara Putra;5 tahun lalu;Negatif;pantai sembilan;Pantai biasa saja, tapi buat yg kantong pas2 an yaaa lumayanlah. Tiket perahu PP cuma 20 ribu + karcis masuk 10 rb. Btw, biaya sewa banana bootx lumayan mahal 200 rb dgn fasilitas yg biasa saja
Apriliana Kurniasari;3 tahun lalu;Positif;pantai sembilan;Recommended buat ngabisin waktu dan masih sepiii
Agus M;4 tahun lalu;Positif;pantai sembilan;Hidden paradise, asli bagus dan bersih pantainya, suasana jadi terasa lebih indah karena kesana harus naik perahu kira2 30 menit, asli recomended untuk bulan madu karena ada kamar2 cottage :)
Lusy Dian Putri;5 tahun lalu;Positif;pantai sembilan;Rekomen banget tempatnya kereeeeeennnnnn
Rahman Ansory;4 tahun lalu;Positif;pantai sembilan;Fasilitas cukup lengkap baik sarana untuk santai sampai tempat menginap
Vevi Alfi;4 tahun lalu;Positif;pantai sembilan;Pantai sembilan adalah salah satu pantai yang berada di Sumenep- Pulau Madura. Tepatnya berada di pulau kecil yang bernama gili genting. Untuk menuju tempat ini anda harus menaiki perahu yang tersedia di pelabuhan tersebut. …
RIZTU BASITH;5 tahun lalu;Positif;pantai sembilan;Apik poll, kayak d Negara korea. Hahhaa
Ach Deydik Kurnia (dedikzein.com);setahun lalu;Positif;pantai sembilan;Pantai yang tenang dan nyaman, Familiable
Ach Junaedi;4 tahun lalu;Positif;pantai sembilan;Pantai eksotis dengan keindahan laut biru
Tanti Nur;4 tahun lalu;Positif;pantai sembilan;Tempatnya bagus ... Semoga kebersihannya tetap terjaga ???? …
Iqbal Ali Wafa;4 tahun lalu;Positif;pantai sembilan;Bagus, kalau mau kesini bawa cukup banyak air minum.
arjuna gundul;5 tahun lalu;Positif;pantai sembilan;Wisata pantai  yg masi bagus, bersih, cocok untuk keluarga
Andhi Prio Nugroho;4 bulan lalu;Positif;pantai sembilan;tempat dengan kadar oksigen tertinggi kedua di dunia
firda alfiani;3 tahun lalu;Positif;pantai sembilan;Pantai sembilan menjadi salah satu destinasi wisata paling hits di pulau Madura, cocok untuk liburan keluarga dan teman-teman.harga makanannya pun juga relatif terjangkau oleh kantong mahasiswa.penduduknyapun juga sangat ramah. Pantai nya bersih dan jernih
Abdul Cholid;4 tahun lalu;Positif;pantai sembilan;Pantai sembilan yg cantik nan elok
Candra Mukti Wijaya;2 tahun lalu;Positif;pantai sembilan;Tempat yang baik untuk menjauh dari keramaian. Laut di pantai tenang, sedikit ada ombak cocok untuk yang berenang. Pasir pantai bersih, tempat makan dan toilet cukup banyak.
Askam Shal;5 tahun lalu;Positif;pantai sembilan;pantai 9 keren ..
Farid;11 bulan lalu;Positif;pantai sembilan;Pantainya masih alami
Teguh Pr;3 tahun lalu;Positif;pantai sembilan;Setelah sekian lama menjadi keinginan...akhirnya kesampaian juga ke Pantai Sembilan. Kebetulan waktu sampai di sana pas agak sepi...jadi bisa asik menikmati pantai . Pantainya sangat landai dan berpasir putih.... Setelah asik berfoto ria …
Nena Zakiah;5 tahun lalu;Positif;pantai sembilan;"Pantai Sembilan, aku gak bisa move on!!!! :(
Sempat kesini tanggal 26-27 Agustus silam. Kesini nyewa cottage 500K per malam, dapet free breakfast dari Pak Kades Bringsang, makasih ya pak hehe. Seneng …"
kholilur rohman putra adi rasa;4 tahun lalu;Positif;pantai sembilan;Bersih aman dan bagus bangettttttt
Up Real;5 tahun lalu;Positif;pantai sembilan;Pantainya masih alami, lautnya jernih, udara segar.. suasananya oke banget buat nyantai.. ada penginapannya juga jadi mempermudah buat yg jauh dn mau brlama disana.. harga masuknya juga terjangkau.. ada wahana banana boat nya juga.. oke deh pokoknya..
KULTUM;4 tahun lalu;Positif;pantai sembilan;Pantai ini sangat indah dan menarik. Saya satu kali kesana. Tapi untuk sampai ke sana harus menyeberangi lautan dari pelabuhan Tanjung. Ikut perahu mesin dengan biaya 10.000 per orang
Eka Arsana;2 tahun lalu;Positif;pantai sembilan;view nya bagus tp klo siang panas banget
Achmad Rozzy;5 tahun lalu;Positif;pantai sembilan;Pantai Sembilan kini sudah jadi salah satu destinasi jika berkunjung ke Sumenep, Madura. Perjalanan (pelabuhan) sekitar 30 menit dari Kota Sumenep, dan 30 menit lagi untuk nyebrang ke pulau giligenting.  Disana sudah tersedia permainan air …
IQSebentar Gaming;5 tahun lalu;Positif;pantai sembilan;bagus banget rekomended lah
niqtaajude soeleiman;5 tahun lalu;Positif;pantai sembilan;semoga tetap terjaga kebersihannya
Yudit Audiland;setahun lalu;Positif;pantai sembilan;Nyaman lah
Murjito;4 tahun lalu;Positif;pantai sembilan;Pantainya bersih
Yahya M Aji;4 tahun lalu;Positif;pantai sembilan;Boljug, bagus, murah, tp ati2 sama makelar2 nya ya
marchiano anselmus;4 tahun lalu;Positif;pantai sembilan;Pemandangan yang sangat menakjubkan di Lokasi Wisata Pantai Sembilan, Sumenep. Tidak rugi saya bersama keluarga datang dari jauh, bisa disuguhkan pemandangan dari Pantai Sembilan. Semoga pihak pihak pengelola dan yang terkait selalu …
Eko Budiyono;5 bulan lalu;Positif;pantai sembilan;Tempat yg sangat bagus untuk istirahat
ardhian ahmadi;4 tahun lalu;Positif;pantai sembilan;Pantainya keren, penduduknya ramah banget.
binar andaru;5 bulan lalu;Positif;pantai sembilan;Cocok buat liburan keluarga
Aku Wong;3 tahun lalu;Positif;pantai sembilan;Pantai 8+1 mantab lah ciptaanmu ya rob
margaretha tri;4 tahun lalu;Positif;pantai sembilan;Pantai di pulau madura, indah pasir putih
Bagas W;2 tahun lalu;Positif;pantai sembilan;"Menurut saya, cukup bagus
Kemarin saya lewat pelabuhan lewat saronggi, kemudian naik kapal kecil, bisa bawa motor juga, airnya jernih, sayang saya kemarin tidak bawa ganti"
faniza shona;3 tahun lalu;Negatif;pantai sembilan;"Sayang aja tidak ada tempat penitipan barang, sehingga kalau misal ingin berenang semua harus jagain barang"" bawaannya. Harus mantau terus. …"
Wisnu Kinx;4 tahun lalu;Positif;pantai sembilan;Pantai yg indah...Recommended buat Trip Wisata...
Aries Harijanto;5 tahun lalu;Positif;pantai sembilan;Tempatnya bagus dan menarik buat liburan. Bersih dan ada beberapa atraksi seperti banana boat, dll. Sayang transportasi kesana saat ini menggunakan perahu nelayan yang tidak setiap saat sedia untuk berangkat. Harus menunggu.
Ahmad Fikri;5 tahun lalu;Positif;pantai sembilan;Keren dan cocok amat buat weekend bareng keluarga atau teman.
maskur joker;4 tahun lalu;Positif;pantai sembilan;Tempat yg bisa memberikan pikiran fress..
Ratih;4 tahun lalu;Positif;pantai sembilan;Pantai yang terletak di kabupaten Sumenep. Kurang lebih 40 - 60 menit untuk menyebrang ke pulau ini. Terdapat warga yang tinggal di pulau ini. Kalau tidak salah, ada sekolah dasar juga. Terdapat spot - spot foto yang instagramable di tempat …
elly erawati;3 tahun lalu;Positif;pantai sembilan;Salah satu pantai di pulau2 kecil Kab Sumenep yang keren abiz... Sesuai banget dengan ekspektasi, gak nyesel udah jauh2 datang... Tempat ini dapat dijangkau dengan naik kapal motor dari dermaga Saronggi dengan biaya Rp10.000,00 per orang …
yanto babe;5 tahun lalu;Positif;pantai sembilan;Mantaaaap, Bahagia itu sederhana n tdk hrs mahal, yg penting happy,,,!!!
Abd Wasik;4 tahun lalu;Positif;pantai sembilan;Alam semesta yg sungguh mengejutkan keindahnnya tampak dalam oantai sembilan sumenep madura
Agus W;2 tahun lalu;Positif;pantai sembilan;Pantainya bagus...cuman akses kepantai Harus naik perahu untuk menujuh kepantai..
Muhammad El-Jazzary;4 tahun lalu;Positif;pantai sembilan;Tempat wajib bagi para petualang
eRni aja;2 tahun lalu;Positif;pantai sembilan;Pantai yg cantik
KAKPJ;5 tahun lalu;Positif;pantai sembilan;Dibalik sebutannya sebagai wilayah penghasil garam, Pulau Madura juga memiliki destinasi wisata yang tak kalah indah. Seperti Gili Labak yang terletak di Kabupaten Sumenep salah satunya. Namun baru-baru ini kembali lagi terdapat sebuah …
ach choirul;5 tahun lalu;Positif;pantai sembilan;Pantai bersih, aman, Nyaman, fasilitas oke punya dan harga yang relatif murah serta akses yang dapat mudah di jangkau menjadi pilihan wisata pulau dan pantai terdekat dari pusat kota Sumenep
Chacha Nisa;5 tahun lalu;Positif;pantai sembilan;Pemandangannya bagus, fasilitas sudah membasahi, cuman memang disarankan bisa menginap karena pasti akan merasa tidak puas kalau hanya beberapa jam saja disana
Dadang Firmansah;3 tahun lalu;Positif;pantai sembilan;Mantap buat liburan
SOS DELIVERY;setahun lalu;Negatif;pantai sembilan;"Kecewa banget, jauh t4nya
Hotel kurang layak
Mahal …"
Adi Santoso;5 tahun lalu;Positif;pantai sembilan;Pemandangan pantainya yang indah dan bersih
Indah Margiati;5 tahun lalu;Positif;pantai sembilan;Istimewa. Pantainya bersih , tenang dan asri
Beta Abri;3 tahun lalu;Positif;pantai sembilan;banyak fasilitas pantai d sana, harganya terjamin, bisa snorkling,kano,banana bot, ada juga tempat untuk nginap yang nyaman, ada warung makan, tempat nyanyi nyanyi, banyak pokoknya
Indra Irawan;setahun lalu;Positif;pantai sembilan;Liburan murah meriah dgn keasrian pantainya, asik buat liburan bareng keluarga, atau rekan kerja. Fasilitas penginapan jg tersedia.
Aqila Rifda;5 tahun lalu;Positif;pantai sembilan;bersih pantainya
achmad ubaidillah;3 tahun lalu;Positif;pantai sembilan;Pantai sembilan dari laut?? bagus, tenang tempatnya ?? …
Mujahidin Waru;5 tahun lalu;Positif;pantai sembilan;Cocok buat yang hobi fotografi
Heni Rahem;5 bulan lalu;Positif;pantai sembilan;Pantainya bagus?? …
Prindra Sesa;4 tahun lalu;Positif;pantai sembilan;Pantai nya menarik nyaman bersih untuk mandi ombak tenang, aman untuk anak kecil. Yang paling bikin dag dig dug adalah suasana saat menyebarng
Purwaning Tyas;3 tahun lalu;Positif;pantai sembilan;Pemandangan pantainya luar biasa, pasirnya bersih..  Cocok untuk destinasi berlibur.  Penginapan jg tersedia view menghadap ke laut..  ?????? …
M Fadhil;9 bulan lalu;Negatif;pantai sembilan;Kurang perawatan.
Eka Apriliya;5 tahun lalu;Positif;pantai sembilan;Pertama kali aku kesini sangatlah takjub, perjalanan lumayan jauh dari untuk kesini, harus naik kapal dulu utk ke tempat itu, pas disitu tempatnya sangat bagis dan indah sekali, masih asri pantainya bersih, bagaikn di bali malah lebih bagus, tiketnya murah banget, jangan sampai lupa mampir
Affan Az;5 tahun lalu;Positif;pantai sembilan;setelah pengajian go pantao 9
Vq Ahmad;5 tahun lalu;Positif;pantai sembilan;Pantainya bersih, fasilitas lengkap..
JAKFAR SHODIQ (Jack'S);3 tahun lalu;Positif;pantai sembilan;Pantai bersih putih pasirnya dan debur ombak yg damai
ari sumitro;5 tahun lalu;Positif;pantai sembilan;Salah satu nuansa alam pantai yang indah dari pulau Gili Genting Kabupaten Sumenep. Masyarakat ramah, sebagian penduduk merantau. Jarak tempuh dari pelabuhan Talephung (Sumenep Kota) menuju pulau Gili Genting  lebih kurang 30 menit …
Syarif Hidayatullah;5 tahun lalu;Positif;pantai sembilan;Sesuai dengan namanya, Pantai Sembilan, aku kasih nilai 9, pemandangannya bagus masih asri, fasilitas wisatanya pun sudah memadai. Tingkatkan lagi, kalau bisa tambah fasilitas Snorkling..
Duky Ami;4 tahun lalu;Positif;pantai sembilan;Sangat menyenangkan dan memuaskan
Wiqoyatur Rohmah;5 tahun lalu;Positif;pantai sembilan;"Sangat memikat hati
Eksotis sekali, cocok untuk menghilangkan penat"
Repi;setahun lalu;Positif;pantai sembilan;Menyenangkan sekali,selain tempatnya asik, jajanan disana juga sama murah murah sama dengan kios kios biasa
F Rakhma;4 tahun lalu;Positif;pantai sembilan;Bagus banget.. Selama saya blm menikah dan hidup di jawa, hanya karimun jawa yg pasirnya putih dan airnya biru bening.. Tp saya pun blm pernah menginjakkan kaki disana.. …
NUR DEWIYANTI;5 tahun lalu;Positif;pantai sembilan;Pantainya bagus, lautnya jernih jadi keliatan banget degradasi warna birunya. Cuman tak dipungkiri atmosfernya puanaaas banget, hehe. Jadi bawa topi ya, dan terus pakai sunblocknya ?? …
iYoenz Taro;5 tahun lalu;Positif;pantai sembilan;Pantainya indah dan mempesona,paling xaman buat liburan sama keluarga, lengkap ada penginapan kusus wisatawan. Juga fasilitasnya lengkap
Alifah Herawati;4 tahun lalu;Positif;pantai sembilan;Pantai pasir putih,,, masih bersih ,,, harga makanan wajar: nasi grg 10rb, mie grg 10 rb,,, musolla bersih,,, toilet ada bbrp & terawat
Sri Lestari;3 tahun lalu;Positif;pantai sembilan;Pantainya sih bagus, cuma pengelolanya kurang ramah sama masih ada beberapa sampah yg berserakan dipantainya.
Aris Arbasel;4 tahun lalu;Positif;pantai sembilan;"pantai yang terletak di pulau gili genting..
ases ke pantai sembilan dengan naik perahu dari pelabuhan tanjung tembaga.
biaya perahu 10.000 sekali berangkat."
Samjie GT;5 tahun lalu;Positif;pantai sembilan;"Karna tempat ini sangat tenang, tentram, damai, bersih, panorama pantai nya yg asri dan indah, airnya yg biru, wahananya jg pokoknya seru banget deh..
susah di ungkapin dengan kata-kata_ …"
Abi Manyu;5 tahun lalu;Positif;pantai sembilan;Pantainya bagus dan bersih sayang masih banyak beberapa tmpat yg seharusnya perlu di poles lagi sehingga wisatawan yg datang bs bertambah terus
Ach Mawardi;4 tahun lalu;Positif;pantai sembilan;Wisata yang terletak di pulau gili genting
Samsu Bakoel;5 tahun lalu;Positif;pantai sembilan;Mau kasih 5 bintang.... perjalanan kesananya ituloh... yang bikin sedih... ??.... kesana pas ombak tinggi sih...n agustus-januari... emang bukan bulan yang bagus.... …
Vam Logistic Indonesia;5 tahun lalu;Positif;pantai sembilan;Pantainya bersiiih banget. Fasilitas memadai untuk wisatawan. Dilengkapi dengan penginapan dan beberapa spot foto buat yang suka selfie.
Cristananda Ratnady;5 tahun lalu;Positif;pantai sembilan;Pantai nya bagus, terdapat penginapan dari rumah kayu di pinggir pinggir pantai. Banyak spot spot yang disediakan di bentuk sedemikian rupa agar photoable.
Crash Bond;2 tahun lalu;Positif;pantai sembilan;Lumayan menghilangkan penat dan beban pikiran
sam suadi;4 tahun lalu;Positif;pantai sembilan;Pantai yg besih, Indah, pengen kesana lagi
iFirdaus Albert Audrey _fir;4 tahun lalu;Negatif;pantai sembilan;Pantainya asyik dan bagus tapi puaanaasse pooll... Msh kurang tumbuhan pepohonan hijau. Semoga kedepan bs lbh baik lagi ?? …
Mita Handayani (Mita);4 tahun lalu;Positif;pantai sembilan;"Bener"" memanjakan mata pemandangannya"
nafiah adawea;setahun lalu;Positif;pantai sembilan;"Baguss, CEO nya super ramah,, next time insyaallah berkunjung lagi..
Terimakasih pak SUTLAN ???? …"
Ardian Rahcman Prasetiyo;4 tahun lalu;Positif;pantai sembilan;Pantai bersih , snorkling enak
Punya Saya;setahun lalu;Positif;pantai sembilan;Tempatnya sangat nyaman dan bersih, enak buat sport camping atau honeymoon
FAZA FAUZAN;4 tahun lalu;Positif;pantai sembilan;Pantai yang cantik dan bersih
Dicky Tama;3 tahun lalu;Positif;pantai sembilan;Tempat wisata yang menyajikan spot2 foto keren dan banyak pilihan penginapannya, ada juga wahana air seperti Banana boats
Ikbar Ardiatama;5 tahun lalu;Positif;pantai sembilan;Cocok buat bulan madu. Kek surga yang di rindukan.
Zulkarnain;5 tahun lalu;Negatif;pantai sembilan;Tempatnya sangat indah. Hanya saja tidak ada alat transportasi dari pelabuhan menuju tempat ini. Minimal Becak / yg lainnya karna tempatnya sangat panas. Saran kalau mau kesini sore hari.
Neta Agustin;5 tahun lalu;Positif;pantai sembilan;Lautx masih alami bersih
Restoe Boemi;4 tahun lalu;Positif;pantai sembilan;Tempat yang bagus dan sangat direkomendasikan...
Wirra Dark;5 tahun lalu;Negatif;pantai sembilan;Kalo menurut gw sih bagus,tapi kurang istimewa.hehhe
Reynaldi Hendriartha;5 tahun lalu;Positif;pantai sembilan;Tempatnya lumayan bagus, ada toilet, mudah di jamah, sinyal XL kenceng dan 4G (gak tau yang lain), karena waktu itu mendung jadi sepoi sepoi asik gitu
Jamiludin Usman;2 tahun lalu;Positif;pantai sembilan;Akses ke sana mudah dan murah, suasana bikin betah.
yanti ardianingrum;4 tahun lalu;Positif;pantai sembilan;Visit Sumenep.... Banyak pulau2 keren...???? …
Nita Trias;3 tahun lalu;Positif;pantai sembilan;Pasir putih, air jernih, penduduk yg ramah ?? …
Vony Yustina;5 tahun lalu;Positif;pantai sembilan;beautiful beach.. panas nya terik matahari sebanding dengan indahnya pantai sembilan (gili genting). selain menikmati suasana alam, bisa juga bermain banana boat..
Enik Susanti;5 tahun lalu;Positif;pantai sembilan;Bagus hanya saja kurang bersih
Ika Nc;5 tahun lalu;Negatif;pantai sembilan;Di perbaiki lagi. Terutama transportasi tongkangnya.. Mohon jangan mahal. Krna.klw bisa ongkosnya jangan pulang pergi. Cukup pas berangkatnya aja. Karna wisatawan di bebani parkir dan tiket masuk.
suliono andreas;5 tahun lalu;Negatif;pantai sembilan;Pantai Sembilan indah, cuma pelabuhan penyeberangan perlu dibenahi. Disamping itu kapal pengangkut penumpang juga perlu dikasih yang lebih baik dan memadahi. Sehingga banyak turis asing dan domestik kesana.
FAIS aje;setahun lalu;Negatif;pantai sembilan;Pantai bagus, Sayang Agak Kotor kurang dijaga Kebersihan nya
Novike ZH;4 tahun lalu;Positif;pantai sembilan;Nyaman sekali dan bikin pengen balik lagi?? …
Muhammad Habibi abdillah;4 tahun lalu;Positif;pantai sembilan;Bersih pantainya n cottagenya.. Nyaman org² nya,  nyaman untuk wisata keluarga n anak². Harga makanannya murah.. Pokoknya rekomended ya.. Thx pak kades atas pelayanannya..
Sobri Mnj;setahun lalu;Positif;pantai sembilan;Senja disini bagus beeettttt …..!!
Devid Dowher;5 tahun lalu;Positif;pantai sembilan;Nyaman buat liburan keluarga, ramah anak dan suasana tenang, semoga para wisatawan selalu menjaga kebersihan pantai
rino raines;2 tahun lalu;Negatif;pantai sembilan;Banyak sampah
parto bsm 07;setahun lalu;Positif;pantai sembilan;Tempat nya sangat rekom buat acara keluarga besar... ?????? …
Faruk Abdurrohim;4 tahun lalu;Positif;pantai sembilan;rekomended buat yg mw liburan
putra hamzah;4 tahun lalu;Positif;pantai sembilan;Jam 6 pagi merapat pantai sembilan suasana saat itu mendung berawan pantai sembilan semakin indah dan sejuk gaes.. so kapan kamu kemari?
Prita;4 tahun lalu;Negatif;pantai sembilan;Sedih ada yg berpakaian tidak menutup aurat, padahal disitu adatnya kan kentel bgt dgn menutup aurat, harusnya bisa menghargai adat sekitar dgn berpakaian yg sopan..
Alwy_ faryzy;2 tahun lalu;Positif;pantai sembilan;Pantainya bagus dan bersih
Overdosa;4 tahun lalu;Positif;pantai sembilan;Pantai keren dengam ombak yang tenang
Brisky Musyahidah;4 tahun lalu;Positif;pantai sembilan;Bersih, pasir putih, air laut sangat biru. Perjalanan laut dari sumenep ke sini agak lama. Hati2 untuk yang mabuk laut, karena arus lumayan besar.
Nabila Cantik;5 tahun lalu;Positif;pantai sembilan;bagus banget pantai 9 hanya kmrn kita datang posisi suang harus pagi atau sore pasti bagus banget pemandangan nya ,,
FatmahMpoot;4 tahun lalu;Positif;pantai sembilan;Pemandangannya bagus... Masih asri...
lusi oktavia;8 bulan lalu;Positif;pantai sembilan;Bagus asal mau explore pakek motor
Dyah Ayuningtyas;5 tahun lalu;Positif;pantai sembilan;Bagus sekali pantainya
Iroy TACA;3 tahun lalu;Positif;pantai sembilan;Lautnya jernih..
Eka Yuliastuti;5 tahun lalu;Positif;pantai sembilan;Pantainya bersih belum terlalu banyak pe gunjung bener2 bisa menikmati indahnya pemandangan pantai
Avino Rizal M;4 tahun lalu;Positif;pantai sembilan;Bagus n indah
Aliefun Remos;2 tahun lalu;Negatif;pantai sembilan;Bersih indah tapi sayangnya tidak bisa snorkeling air lautnya kurang jernih.
Syaiful Huda;5 tahun lalu;Positif;pantai sembilan;Pantai yang top banget lah.. Pemandangan yg bagus.. Apalagi sunset nyaa ???? boleh ngecamp lhooo... …
Moh Iksan;4 tahun lalu;Negatif;pantai sembilan;"Bagus cuma masih kurang  pengembanga lahan di sebelah kiri
Dan semestinya ada mAkanan ala laut yg di kemas moderen"
lazuardi muttaqien;5 tahun lalu;Positif;pantai sembilan;Tempat keren sekeren kerennya di sumenep madura.
Amirul Syaifudin;3 tahun lalu;Positif;pantai sembilan;Bersih dan bagus
saddam husien;4 tahun lalu;Positif;pantai sembilan;Recommended banget ini pulau.. pengunjung nya ga rame. Penginapan nya asik banget bisa di isi 4 orang. Isinya kasur king size 2.
Lia Mawar;5 tahun lalu;Positif;pantai sembilan;Klo ini sih ak jg suka bnget tempat nya bersih pantai nya apa lg, trus angin nya itu loh yg bikin ak betah berkunjung di pantai sembilan
Agus Afandi;sebulan lalu;Positif;pantai sembilan;Senang sekali
edi santosa;5 tahun lalu;Positif;pantai sembilan;destinasi yang perlu dicoba. mantapp gan
A. Wajid Muntaqa;5 tahun lalu;Positif;pantai sembilan;Semakin bagus dengan tambahan fasilitas pendukung
Zulfi Rahma Santi;5 tahun lalu;Positif;pantai sembilan;Pantainya bagus, masih bersih
Fking Asian;4 tahun lalu;Positif;pantai sembilan;Pelayanan dan pegembangan area sudah baik, namun akan lebih baik jika beberapa charging areanya bekerja dengan baik, serta menambahkan fasilitas2 mendukung lainnya. Terimakasih atas pengalamannya
ike witanti;5 tahun lalu;Positif;pantai sembilan;Pantainya indah hanya 30 menit sudah mengelilingi pulau..pantai mirip pantai pulau pasir gili noko bawean.recommended!
gaplexz 019;4 tahun lalu;Positif;pantai sembilan;istimewa.... tapi sangat panas
rudie guntara;5 tahun lalu;Positif;pantai sembilan;Tempatnya bagus, bersih, ada vila untuk bermalam disini di lengkapi ac dll. Dan di jamin orangnya ramah dan baik
Didik Rudianto;5 tahun lalu;Negatif;pantai sembilan;Kamar tidur tidak ada TV, ac kurang dingin, pantai masih banyak sampah.
