lokasi;ulasan;sentimen
Bukit Jaddhih;"Tempat bagus,
Masalahnya ada 3 lapis pungutan karcis.
Yg 1 ada karcis …";Positif
Bukit Jaddhih;KEREN buat foto2;Positif
Bukit Jaddhih;Karena waktu masuk lokasi bayak preman pertama dah masukin kas desa gk pp kedua pintu masuk di tarik uang 40 rb itu juga gk jelas..di parkiran per orang suruh bayar 5 rb..masuk kawah di tarik uang lg perorang 5 rb..aq sangat gk suka tempat itu sangt kecewa!!!!!!!!;Negatif
Bukit Jaddhih;Unik dan bagus, serba putih gitu karna perbukitan kapur. Udah mulai di mulai berkembang juga pariwisata nya, ada yang lagi dibangun, ada juga yg udah ada fasilitasnya, ada juga yg lagi ditambang kapurnya. Boleh deh buat liburan, mungkin jalan nya aja yg masih belum bagus dan banyak pungli nyaa hehe✌;Positif
Bukit Jaddhih;Kurangnya papan petunjuk membuat pengunjung kesasar.;Negatif
Bukit Jaddhih;Planning aku prtama kli mnginjak kaki di madura pgn banget ke bukit jaddih dan alhamdulillah terealisasi gaes 👍kabar baiknya tempatnya kuueren banget ya meskipun masih dalam proses pmbangunan yg lebih baik. Kayknya di atas danau tuh kyak …;Positif
Bukit Jaddhih;Mantap keren sekali view nya dan banyak spot foto Instagramable... Cuman masuk nya bayar lagi kalo yang ada kolam SM goa pote. Di depan pintu masuk bayar 16 ribu kalo ke kolam yg ada d gambar bayar lagi 10 ribu SM parkir 2000. Tapi kalo langsung ke atas bukit gak bayar lagi bisa naik muter lewat jalan yang d laluin truk truk...;Positif
Bukit Jaddhih;Bukit Jaddih, bebatuan kapur putih yang tersohor karena keindahannya. Destinasi yang menjadi perbincangan di media sosial ini akhirnya menyedot orang-orang berbondong-bondong mengunjunginya. …;Positif
Bukit Jaddhih;Untuk foto prewedd mahal, tanpa informasi yg jelas.. dikenakan biaya 200k disaat masih ada aktifitas penambangan... mohon pengelolahan diatur dengan benar agar lebih baik kedepannya;Negatif
Bukit Jaddhih;Sebetulnya potensial menjadi obyek wisata yg megah,  tapi saat ini minim pengelolaan dan jalan menuju ke lokasi sangat sempit dan rusak.;Positif
Bukit Jaddhih;lokasi proyek bukit kapur yang menjadi tempat wisata.;Positif
Bukit Jaddhih;"tempatnya bagus sih, cuman sayang aja gitu dateng pas musim kemarau jadi bukitnya gak ada air"" bisa dateng pas musim hujan aja biar ada airnya pas bagus. HTMnya udah jadi satu sama parkirnya dan bayar cuman 1x aja 20rbu satu mobil 4 orang. Aman banget dan orangnya ramah"" plus ada bapak tour guide sekaligus kang foto.";Positif
Bukit Jaddhih;Ada guide yg bisa bantuin foto & ngarahin gaya. Bayar seikhlasnya. Oke banget sih;Positif
Bukit Jaddhih;tempatnya bagus, medannya susah kalau habis hujan (licin);Positif
Bukit Jaddhih;"Wisata lokal yang murah meriah.
Tempatnya bagus untuk spot foto / selfi. Sebuah bukit kapur yang telah digali sebagian kapurnya, sisa penggalian itulah yang meninggalkan pemandangan yang unik …";Positif
Bukit Jaddhih;Terlalu banyak tukang palak.. jalan masuk kampung bayar 10rb (bon), masuk area parkir 10rb (bon), habis foto2, mo pergi, masih dipalak lagi 10rb tanpa kuitansi, trus untuk turun ke goa katanya ada loket masuk 5rb/orang, tp ga jadi, coz sudah ilfil duluan, belum klo ke kolam..;Negatif
Bukit Jaddhih;Bagus sih top lah;Positif
Bukit Jaddhih;"Jalan menuju bukit masih sempit, sangat mepet untuk 2 mobil berpapasan.  Jalan masuk masih berbatu blm aspal.  Di dalam banyak yg minta ""uang parkir"" tdk resmi.";Negatif
Bukit Jaddhih;Bukit Jaddih merupakan bungker bekas peninggalan Belanda. Bungker ini dahulu dijadikan sebagai tempat penyimpanan senjata. Kemudian, Bukit Jaddih menjadi lokasi penambangan kapur. Karena keindahannya, tempat ini kini difungsikan juga …;Positif
Bukit Jaddhih;Bukit jaddih. Kenapa saya beri bintang 3. Ya tempat ini pada saat saya pertama kali berkunjung masih indah untuk kolam kecilnya. Airnya berwarna hijau kebiruan. Namun sekarang saat saya datang untuk ke 2 kalinya sudah banyak …;Positif
Bukit Jaddhih;Bagus  untuk  off road dan berselfie ria;Positif
Bukit Jaddhih;"Wisata yg jauh dari aman & nyaman. Tiket terhitung mahal karna kondisi lokasi bercampur dg proyek tambang aktif dg truk mondar mandir mengangkut batu & sama sekali tak santun petugas jaganya. Berikut minim pengamanan, sarana, prasarana.
Hati - hati jika anda membawa putra putri kecilnya wisata disitu";Negatif
Bukit Jaddhih;Tempat wisata yang wauw, indah dan menakjubkan, bukit kapur yang disulap menjadi tempat wisata yang indah, walaupun masih berproses menuju kesempurnaan. Ada kolam renangnya, ada kios-kios yang menyediakan berbagai kuliner khas Madura, ada …;Positif
Bukit Jaddhih;Tempatnya bener bener Keren,  baru dan masih perawan,  Besok besok kesana lagi;Positif
Bukit Jaddhih;Lokasinya sih bagus, tapi kekurangannya banyak pungli disepanjang jalan menuju lokasi tempat wisata. Sepengalaman saya waktu kesana ada lebih dari 3 orang yg meminta uang sebagai tiket masuk, dengan membawa tiket buatan mereka sendiri. Semoga kedepan lebih ditertibkan lagi.;Positif
Bukit Jaddhih;Tempatnya bgs tp sayang byk pungli yg tdk jls;Negatif
Bukit Jaddhih;haduh parah sih ini, masuk udah 20rb, nanti masuk cuma parkir mau foto diminta 15rb lagi, banyak pungutan liar. sarana prasarana kurang memadai, masih banyak pertambangan jadi agak kurang aman, banyak ulasan juga banyak begal …;Negatif
Bukit Jaddhih;Sebenarnya obyeknya lumayan bagus. Hanya pengelolaanny masih amatir. Tiket masuk tdk jelas.. Waktu sy kesana diminta bayaran di 3 titik yg berbeda.  Saat diminta penjelasan kok bayarnya lebih dari sekali jawabanny tdk memuaskan. Tp kl. …;Positif
Bukit Jaddhih;Obyek Batuan kapur agak mirip GWK bali , jangan datang waktu musim hujan, jalan kesana blom bagus. Waktu terbaik untuk mengambil foto adalah saat siang hari. Foto akan cerah maksimal tanpa perlu diedit. Jangan lupa bawa payung. Biar manjah;Positif
Bukit Jaddhih;Gile belum turun dari mobil aja udah ditarikin duit. Pas ditanya ada tiketnya ga ada,udh gt 3 lapis pula punglinya untuk masuk. Total 4x ditembakin pungli. Not rekomended lah;Negatif
Bukit Jaddhih;Hati-hati kalo kesini utk yg bawa motor dan tidak datang bergerombol. Karena di area/jalan arah bukit jaddih banyak sekali bandit/begal yg mengincar pengguna motor yg jalan sendirian. Pembegal berkelompok lebih 10 orang bawa clurit semua. …;Negatif
Bukit Jaddhih;Bukit jaddih ini dikelola oleh masyarakat setempat sehingga tiketnya sangat banyak, terdapat beberapa objek wisata dan setiapobjek di kelola oleh orang yang berbeda. Untuk tempatnya cukup bagus dan sangat menarik. Akses untuk menuju tempat …;Positif
Bukit Jaddhih;Lokasi wisata yg tidak terkoordinir oleh pemerintah daerah, hingga untuk masuk ke lokasi banyak sekali pungutan pungutan liar yg akhirnya dapat mengurangi kunjungan wisata;Negatif
Bukit Jaddhih;Tempatnya sudah tidak bagus lagi, jalannya menuju ke lokasi rusak parah karena banyak truk pekerja yg bawa kapur, not recommended deh kalau mau wisata kesana, gak sesuai ekspetasi;Positif
Bukit Jaddhih;"Pemandangannya bagus sampe bengong kok bisa galian tambang kapur seindah ini.
Di sini itu panas banget tapi kadang adem juga, mungkin karena waktu itu kesini cuaca agak mendung. …";Positif
Bukit Jaddhih;Masih dalam tahap pengerjaan. Panas .;Negatif
Bukit Jaddhih;Bukit Jaddih adalah tempat eksploitasi semacam batuan kapur yang menjadi tempat wisata. Akses tidak terlalu jauh dari Jembatan Suramadu, tempatnya bagus, tiket masuknya murah, dan juga dapat menemukan oleh - oleh khas dari Pulau Madura …;Positif
Bukit Jaddhih;Bukit Jaddiih ini merupakan salah satu tempat wisata yang digemari bukan hanya orang madura saja, namun juga orang-orang dari luar pulau jawa. Disana terdapat pemandangan yang indah yang cocok untuk mengabadikan momen bersama keluarga dan …;Positif
Bukit Jaddhih;Wisata batu kapur dari pulau garam Madura. Serasa di planet lain. Asyik untuk melepas penat.;Positif
Bukit Jaddhih;Tarif 20rb/mobil arah menuju goa pote (pungli warga),,  masuk ke danau goa pote parkir 20rb (awalnya minta 30rb malah 😪)  .Kalo ke sana jangan siang panas². Masih tahap renov mempercantik pemandangan bukit kapur goa pote …;Positif
Bukit Jaddhih;Nice place, ga terlalu jauh dari jembatan suramadu;Positif
Bukit Jaddhih;Dua kali kesana pertama dengan keluarga yg kedua sama teman di kantor;Positif
Bukit Jaddhih;Tempat ini lumayan bagus untuk di jadikan sebuah spot Foto - foto atau di gunakan sebagai lokasi pemotretan. namun sayangnya , pengelolaan yang kurang maksimal menjadikan anda harus membayar 2x ketika ingin masuk ke tempat ini, akses yang cukup sulit membuat anda harus lebih hati - hati ketika mengakses tempat ini;Positif
Bukit Jaddhih;"Bukit jeddih adalah salah satu destinasi wisata yang asalnya adalah ex  tambang gunung kapur.
Ada spot yg bisa di manfaatkan untuk foto pra wedding.
Juga di lokasi tersebut dibangun kolam renang untuk segala umur...";Positif
Bukit Jaddhih;Bagus,semoga kedepan lebih bagus lagi,;Positif
Bukit Jaddhih;Bukit jaddih merupakan tempat penambangan batu bata putih. Dulu disini juga menjadi tempat penyimpanan senjata. Bukit ini berada di desa Jaddih, sehingga penamaannyapun diberi nama bukit jaddih. Sekarang tempat ini menjadi salahsayu …;Positif
Bukit Jaddhih;"tempat wisata yang bagus dengan pemandangan tebing kapur. kita bisa mengelilingi tempat wisata dengan menggunakan kendaraan.
sayangnya kita harus membayar setiap memasuki kawasan yang berbeda. …";Positif
Bukit Jaddhih;Lokasinya bagus, tapi sayang terlalu banyak pungutan.;Positif
Bukit Jaddhih;Tempatnya adalah tambang kapur yg masi aktif. Sangat berbahaya dan minim pengamanan. Terutama banyak warga lokal yg suka meminta pungutan liar di jalan dengan dalih biaya masuk. …;Negatif
Bukit Jaddhih;Tempat yang cocok buat touring;Positif
Bukit Jaddhih;Tempat yang cocok untuk berlibur bagi warga di Jawa Timur, khususnya Surabaya dan sekitarnya yang ingin menjelajah apiknya Pulau Madura. Tidak jauh dari Jembatan Suramadu. …;Positif
Bukit Jaddhih;Meskipun cuaca sangat panas, tapi melihat view gunung kapur yg indah buat dijadikan spot foto, rasanya terbayarkan. Sayangnya, pas kesana kmrin danaunya mengering. Jadi gabisa naik perahu. Tapi it's oke still happy😁 …;Positif
Bukit Jaddhih;Salah satu tempat wisata baru di kawasan Madura bagian barat. Tempat wisata ini merupakan bekas tambang batu kapur, yang dimanfaatkan menjadi objek wisata yang sangat bagus, kesan alami yang ditimbulkan begitu kuat, mengingat tempat ini …;Positif
Bukit Jaddhih;"Tempat yang indah
Banyak penjual salak di area jalan menuju objek wisata";Positif
Bukit Jaddhih;Tempatnya indah, sayang jalannya masih harus diperbaiki;Positif
Bukit Jaddhih;Bukit kapur yg bagus banget. Apalagi kalo dikelola secara baik. Terletak di kabupaten Bangkalan. Dari jalan raya masuknya sekitar 4 km. Hanya bisa di akses dengan kendaraan pribadi. Pemandangannya bagus karena tempatnya yang tinggi. Ada kolam renang dan tempat bermain. Sebelum masuk ke area banyak terdapat gua-gua alami yang besar.;Positif
Bukit Jaddhih;Tempatnya biasa saja,tidak terlalu menarik. Kemarin masuk Goa Pote yang ada di kawasan wisata tersebut per orang bayar Rp. 5000,-,begitu dikasih uang sesuai jumlah orang kok cuma dikasih karcis 1 lembar,begitu ditanyakan katanya sama saja, setelah beberapa lama adu argumen baru deh dikasih karcis sesuai uang yang dibayar.;Negatif
Bukit Jaddhih;Bagus sih..  Tapii...  Untuk masuk ada 2 kali penarikan, 10k untuk parkir lalu ditagih lagi untuk keamaan 10k, lalu untuk masuk ke goa ronte (yang ada danau) juga ditarik lagi tapi saya ga tahu berapa karena sudah tidak mood untuk masuk (setelah bayar 2 kali);Positif
Bukit Jaddhih;Lumayan...gk sesuai expetasi..aire kotor.;Negatif
Bukit Jaddhih;klo skala 1 smp 10 . ya nilai 7 .lumayan cuma perlu perbaikan khususnya jalan menuju ke sana maupun jalan di tempat wisatanya . tidak ada toilet juga merupakan kekurangannya... smg dikedepannya bagus;Positif
Bukit Jaddhih;Tempat yang bagus. Luar biasa bahkan. Sayang tidak dikelola dengan baik. Jalan buruk, banyak pungli, jalur tidak aman hanya sebagian masalah. Selain itu pengelolaan parkir semrawut. Ditambah tidak adanya rambu penunjuk jalan yang baik. Masalah utama spot ini adalah pengelolaan dan keamanan.;Positif
Bukit Jaddhih;Tempat yg eksostis sedang direncanak sebagai tempat wisata, kondisi jalan ke lokasi masih perlu perhatian pemda.;Positif
Bukit Jaddhih;"Datang dan kunjungi laah bukit jaddih di bangkalan madura.

Menawarkan pemandangan alam yg indah dan romantis, cocok biat wisatawan lokal …";Positif
Bukit Jaddhih;Sudah ga seindah dulu. Tapi boleh lah kalau mau sekedar foto dengan latar bukit kapur.;Positif
Bukit Jaddhih;Tempat wisata baru di pulau madura. Menawarkan tebing gunung batu bekas penambangan. Lokasinya 1 jam dari Suramadu. Bisa mampir jika ingin menuju Kota Bangkalan. Tp hati2 jalan cukup sempit dan sepi, apalagi sore atau malam. Siapkan uang receh krn banyak pungli;Negatif
Bukit Jaddhih;Ngeri banyak pungli.....heran aku apakah stigma negatif ttg area pulau ini bisa hilang?.....terlalu banya orang yg aji mumpung dan tak sungkan2 minta duit...ngga malu pungli....kek mau nolong arahin ujung2nya ya minta duit....padahal kalau dikelola profesional cukup bagus...;Positif
Bukit Jaddhih;tempatnya ok. kesini gowes bareng temen, harga masuk orang dan sepeda klo g salah 5000 rupiah. nothing special.. bekas galian kapur yg di jadikan tempat wisata hehe. jalur menuju sini jg ga terlalu sulit dan ga terlalu jauh dari Suramadu …;Positif
Bukit Jaddhih;Tempat wisata sederhana dan murah meriah. Terdapat kolam renang untuk anak. Danaunya bagus untuk dijadikan spot foto. Persiapkan payung/topi dan sejenisnya untuk perlindungan dari panas matahari ketika akan berkunjung pada siang hari.;Positif
Bukit Jaddhih;Di sarankan untuk datang di pagi atau sore hari. Kalau pass siang hari panasnya kebangetan;Positif
Bukit Jaddhih;Daerah perbukitan kapur dengan aktivitas penggalian/pomotongan untuk membuat bahan bangunan/batu bata, gamping dan kapur dinding. Kontur bukit bekas aktivitas tsb indah, instagramable. Bila cuaca  panas maka agak berdebu, perlu masker dan sun glasses.;Positif
Bukit Jaddhih;Unt yg suka fto2 tempat ini wajib unt dikunjungi;Positif
Bukit Jaddhih;Tempat yng indah..tpi sayangny penuh dengan debu;Positif
Bukit Jaddhih;"Barusan kesana . Pas baru masuk lewat sawah sawah udah di suruh bayar 5k terus masuk ke bukitnya 5k ntar kalo mau naik bayar lagi 5k .. tp saya ga naik jadi total 10k permotor .. saran saya pake jaket,kacamata,payung,sepatu soalnya tempat tambang psti panas ..
Tapi bagus kok ..";Positif
Bukit Jaddhih;Tempat yang bagus untuk sebuah destinasi wisata baru yang sedang berkembang walaupun akses untuk tempatnya sangat sangat perlu untuk diperbaiki. Dan semoga terus untuk selalu ditambah untuk tempat - tempat fotonya dan fasilitas-fasilitas …;Positif
Bukit Jaddhih;Bukit Jaddhih di Tahun 2020 memprihatinkan, kondisi lingkungan wisatanya masih belum terkondisikan dengan baik, beberapa batu gamping retak-retak sehingga menghawatirkan  wisatawan yang berkunjung, harapan kami semoga ada perhatian.;Negatif
Bukit Jaddhih;bagus, ada beberapa spit foto, namun cuaca biasanya terik dan tempat jauh dari parkiran mobil, butuh banyak jalan;Positif
Bukit Jaddhih;Sya n kluarga liburan kesini..  Indah juga.   Suatu saat saya akan ksini lagi..  Insyallah.. Madura. Is the best;Positif
Bukit Jaddhih;Banyak tarikannya beda beda jd males..;Negatif
Bukit Jaddhih;Bukit Jadih adalah lokasi penambangan batu kapur di Desa Jadih Kecamatan Socah Kabupaten Bangkalan Pulau Madura. …;Positif
Bukit Jaddhih;Cocok buat liburan;Positif
Bukit Jaddhih;Kalau mau ke lokasi harus siap menghadapi kepul serpihan dari batu kapurnya. Tidak dianjurkan pakai mobil sedan. Harga tiket 23 September 2018:  1 mobil 20000 rupiah, perorang 5000 rupiah.;Negatif
Bukit Jaddhih;Bagus buat foto2 tapi panasnya minta ampyuuun..;Positif
Bukit Jaddhih;Bekas tambang batu kapur yg dijadikan obyek wisata eksotik;Positif
Bukit Jaddhih;Mantan si ininbagus buat foto²;Positif
Bukit Jaddhih;Semoga dgn banyaknya yg berkomentar menjadikan wisata madura menjadi lbh baik serta penduduk lokalnya bertambah ramah tamah, *I LIKE MADURA*;Positif
Bukit Jaddhih;"Pemandangan exotik
Asri n indah.cuman harus dikelola oleh satu instansi atau swasta yang berpengalaman. Supaya tidak semrawut. Terutama mengenai jalur masuk nya, retribusi nya.";Positif
Bukit Jaddhih;Tenpat rekreasi yg sungguh serasa berada di negeri antah berantah ... sp amazing bukit kapurnya... juga tempat ug baik utk foto2 jg berenang.. dr jembatan suramadu (yg sekarang gratis) relative dekat banget dengan surabaya. So tunggu apa lagi mas bro ...;Positif
Bukit Jaddhih;Berpetualang di alam raya bukanlah perjalanan biasa bagi manusia, bila dianoligikan ke dalam perjalanan hidup seseorang, sebuah petualangan akan memberikan pesan nyata, baik itu tentang perjuangan, pengorbanan atau tentang hakikat manusia …;Positif
Bukit Jaddhih;Tempat bagus dan indah, tp hawa nya panas kalau siang hari, kita hrs siap topi dan payung..;Positif
Bukit Jaddhih;masyallah allahu akbar bagus sekali sedikit panas tidak apa ada tempat penyewaan payung kok, jangan lupa ya pakai baju yg tipis aja karena cuaca d situ lumayan panas;Positif
Bukit Jaddhih;Pas sampai destinasi yg dituju danau birunya lagi kering jd cuma foto2 di antara batuan kapur deh.. Byk pungli, blm di kelola dgn baik.Sepanjang masuk madura kanan kiri byk bgt makam.hihii plus kurang cocok sm cuaca panasnya madura😯 …;Negatif
Bukit Jaddhih;"Sebetulnya ini tempat pertambangan AKTIF. jadi cukup berbahaya bisa runtuh sewaktu"". Belum ada fasilitas dasar untuk tempat wisata seperti toilet, dll. …";Positif
Bukit Jaddhih;masuk lokasi bayar 3 x 😁 …;Negatif
Bukit Jaddhih;"Pemandangan nya bagus sekali.  Namun waspada akan ada permintaan untuk bayar tiket ""sukarela"". Berikan secukupnya saja.  Karena untuk kedua kalinya akan ada tiket resmi. Tidak mahal dan sangat layak untuk pemandangan yang akan didapatkan.";Positif
Bukit Jaddhih;Tgl 29/11/2020 saya kesini, cuma lokasi galian kapur. Masuk pertama bayar seikhlas nya, dikasih 5 ribu cemberut mukanya. Masuk kedua bayar 20 ribu. Di dalam parkir mobil 10 ribu. Gk ada yg jual makanan, kl haus laper kudu siap bawa dr rumah. Gk ada musholah sama toilet pun gk ada.;Negatif
Bukit Jaddhih;bagus buat foto2. kesana waktu weekend, wah rame banget, parkirnya aja juga susah. tapi okelah terbayar sm pemandangannya;Positif
Bukit Jaddhih;Tempatnya bagus, cocok buat liburan keluarga. Hanya saja disarankan memakai pakaian yang tidak terlalu tebal karena cuaca disana sangat panas. Harga tiket masuk terjangkau dan dikenakan perkepala.;Positif
Bukit Jaddhih;"Tempat yang cukup panas kalau berkunjung di siang hari, tetapi banyak juga tersedia kedai jajanan dan minuman. Banyak spot foto yang anti mainstream dan pemandangan yang sangat menarik apabila di sore hari
Sangat menarik bagi orang yang suka foto landscape";Negatif
Bukit Jaddhih;Saya beri bintang 2 karena sepertinya tempat wisata pemandangan alam gunung Kapur ini tidak lagi ada pengelolaan dari pemerintah daerah setempat, berkesan tak terjaga, terawat dan liar,serta danau yg dl indah utk wisata air, sekarang kering …;Positif
Bukit Jaddhih;Bagus banget kalo dibuat prewed nih 😍 …;Positif
Bukit Jaddhih;view cukup bagus namun perlu ditambahkan atap peneduh agar pengunjung tidak kepanasan di siang hari, juga perlu dibangun pagar2 dan tangga demi keselamatan bersama;Positif
Bukit Jaddhih;Buat kamu yang suka eksis di medsos tempat ini bisa dijadikan background foto yang keren. Karena ini bukit kapur, sebaiknya kamu pakai sunblock spf tinggi, pakai masker, bawa payung at least pakai topi. anyway.. siap-siap receh karena ada beberapa titik dimana kamu harus bayar 'retribusi' lokal.;Positif
Bukit Jaddhih;Hati - hati kalo kesana, banyak begal nya. Kalo bisa kesana rame - rame dan banyak cowoknya. …;Negatif
Bukit Jaddhih;Bukit jaddih ini tidak layak menjadi destinasi wisata jika aksi pungli dari premanisme disekitar masih merajalela dan SANGAT PARAH. bagi yg mau ke wisata jaddih ini mending pikir ulang kalo mau kesana daripada setor uang yg gak ada gunanya.;Negatif
Bukit Jaddhih;Biasa aja sih.. panas banget. Gk ada apa2 nya;Negatif
Bukit Jaddhih;Sementara masih belum terdapat fasilitas untuk obyek wisata seperti toilet.. Tapi buktinya bagus dan keren;Positif
Bukit Jaddhih;"Bagus tempatnya tp terlalu banyak ditagih tiket masuk, meski cm 1 org 5rb tp kl tiap kali diminta sama aja
Dan wahana nya cm bisa yg goa pote dan skrng airnya kering ga kyk dlu warna biru …";Positif
Bukit Jaddhih;Baru masuk udah ditarik parkir 20 ribu, tp gk parkir kami berempat terus saja naik, sampai diatas ditarik lagi 20 ribu katanya buat parkir, tp temen saya sudah mberitau kalau udah bayar dan menyodorkan tiketnya yg sudah dibayar waktu masuk, tp orang tersebut tetep minta dibayar. Masak setiap berhenti disuruh bayar 👎👎👎👎 …;Negatif
Bukit Jaddhih;Dekat dari suramadu, sangat direkomendasikan untuk datang di pagi hari atau sore hari (karena panas), disayangkan akses jalan menuju tempat wisata yang sebagian bergelombang.;Positif
Bukit Jaddhih;Tebing tebing batu kapur yang sangat keren. Sepertinya lokasi ini bekas pengambilan batu kapur untuk digunakan sebagai batu bata. Kalau kesini sebaiknya bawa masker dan kacamata, sebab cuacanya panas dan bayak debu. Dan hati-hati kalau naik keatas tebingnya karena tidak ada pagar pembatas.;Positif
Bukit Jaddhih;Sayang tempatnya ndak terawat dengan baik;Positif
Bukit Jaddhih;Bukit Jaddih ini merupakan bentukan akibat penambangan kapur putih selama bertahun-tahun hingga membentuk keelokan tebing raksasa dengan bentuk eksotis dan artistik. …;Positif
Bukit Jaddhih;Bukit kapur yg menjadi lokasi tambang di salah satu sudut kota Bangkalan ini telah menjadi salah satu obyek wisata dadakan. Dulu banyak spot spot bagus yg bisa dijadikan back ground foto,saat ini spot spot foto tersebut akhirnya banyak yg hilang akibat efek pertambangan batu kapur.;Positif
Bukit Jaddhih;"Tempatnya asyik buat yg suka foto"" ato selfie. Pemandangan bagus. Harga tiket masuknya tidak memberatkan alias murah.  Hehehe.. Cm agak panas, jd jgn lupa bawa payung ato topi ya.😍😍😍 …";Positif
Bukit Jaddhih;Penambangan batu kapur yang masih aktif dan landscape yang indah;Positif
Bukit Jaddhih;panorama alam yang instagramable,cocok kalau datang pas pagi atau sore saat cerah,kalau hujan becek.masuk dari jalan raya lumayan sekitar 2-3km, portal karcil ada 3/4 kali;Positif
Bukit Jaddhih;kl siang panas tempatnya;Positif
Bukit Jaddhih;Berpetualang di alam raya bukanlah perjalanan biasa bagi manusia, bila dianoligikan ke dalam perjalanan hidup seseorang, sebuah petualangan akan memberikan pesan nyata, baik itu tentang perjuangan, pengorbanan atau tentang hakikat manusia …;Positif
Bukit Jaddhih;"pertama kesini kesan pertama : Keren!!
bagi yang suka berfoto ria / swafoto, karena memang instagrammable …";Positif
Bukit Jaddhih;Salah satu tempat wisata bukit kapur yang penggaliannya masih aktif di kabupaten Bangkalan khususnya di daerah Jaddih. Tempat wisata ini masih terus berbenah dalam pembangunannya. Terdapat kolam renang untuk anak-anak dan area danau dengan beberapa perahu kayu untuk sekedar mengelilinginya.;Positif
Bukit Jaddhih;Tidak seperti di instagram, air yang seharusnya beewarna hijau tosca jd berwarna hijau lumut, jalan menuju masuknya bergelombang, info dr sekitar hati2 yang membawa motor kalau sore bny begal;Negatif
Bukit Jaddhih;Pemandangan lumayan bagus;Positif
Bukit Jaddhih;Panas tp anginnya silir2;Positif
Bukit Jaddhih;Wisata yg cukup bagus dari bukit kapur;Positif
Bukit Jaddhih;Bekas tambang.. entah masih ada penambangan atau tidak tp msh terdapat 3 alat berat di sana.. siapin masker aja.. berdebu sangat.. klo musim panas yaa mnding paket topi n tangan panjang klo mao poto-poto.. airnya di sana juga rasanya kurang,, mending beli air botol kalo jajan di warung jangan beli es.. udah itu aja..;Negatif
Bukit Jaddhih;"Kalo pertama kali kesini jika menggunakan maps harus benar"" Teliti,,, karena kurang akurat. Tempatnya masuk ke perkampungan gitu, akses jalan dari pintu masuk madura ke lokasi masih bagus, hanya waktu masuk ke buktinya saja yang rusak karena tanah kapur...";Positif
Bukit Jaddhih;"Hemh..  Sebenarnya utk foto bagus..  Hanya saja banyak ""tagihan"". Uang parkir 20.000 Uang Masuk 20.000 nti pindah spot..  Dimintain lagi.. Jadi nggak jelas mana yang benar dan mana yang tidak";Positif
Bukit Jaddhih;Tempat buatan tangan manusia hasil sisa dari tambang batu putih yang suatu saat akan habis di keruk.;Positif
Bukit Jaddhih;Tempat Liburan yg lumayan apik di Madura. Dekat dg Surabaya;Positif
Bukit Jaddhih;danaunya warna coklat :(;Negatif
Bukit Jaddhih;"Good bagus apik mantap....
Tpi sayang pas ke sana danau nya hbis air nya, ntah sp yg minum... Msuk cmn bayar parkir... …";Positif
Bukit Jaddhih;saran saya jangan bawa motor sendiri kesini, kalo ada mobil mending bawa mobil. aksesnya rawan begal. udah banyak kejadian. tapi spot nya emang bagus dan cocok buat foto foto. bawa payung sama jaket, panassss coy, bisa belang lama lama disana;Positif
Bukit Jaddhih;"Terbengkalai dan di kelola warga sekitar
1.byr 10 RB iuran warga
2. Byr masuk area 20 …";Negatif
Bukit Jaddhih;Seperti menemukan hidden treasure. Datang di waktu sunset, padahal banyak yang bilang tutup jam 5 sore, tapi karena udah hampir nyampe kami lanjut aja, ternyata masih buka kok dan pemandangan sunset disana juga keren;Positif
Bukit Jaddhih;spot foto2nya banyak sih, tiket masuknya jg ga mahal2 banget, cuma panasnya itu yg ga nahan wkwk. recomen kesini waktu hari biasa aja, jangan waktu hari libur apalagi long weekend karna bakalan tambah panas wkwk;Negatif
Bukit Jaddhih;Wisata yg menyenangkan, batu kapur yg di sulap oleh tangan2 trampil👍👍👍 …;Positif
Bukit Jaddhih;Tempat buat selfi bagus;Positif
Bukit Jaddhih;Untuk tempat panorama dan akses cukup bagus, hanya sayang kurang terkelola dgn baik, alat fasilitas keamanan dan keselamatan utk pengunjung masih kurang. Semoga ke depan akan lebih baik, dikelola dgn profesional yg juga mengutamakan keselamatan pengunjung. Trimksh.;Positif
Bukit Jaddhih;Wisata baru di pulau madura, tepatnya di Kabupaten Bangkalan... Merupakan tempat penambangan batu kapur yang terlihat eksotis, terdapat cekungan yang terisi air sehingga membentuk danau berwarna hijau... Tempat wisata yang murmer, hanya …;Positif
Bukit Jaddhih;Tempat bagus. Tapi panaaasss;Positif
Bukit Jaddhih;Tempat destinasi pariwisata yang belum dkelola secata profesional;Positif
Bukit Jaddhih;Tempatnya bagus bgt;Positif
Bukit Jaddhih;wisata alam yang masih alami. pemandangan gunung kapur yang eksotik akan memanjakan mata anda. naik lagi ke puncak maka akan telihat hamparan bukit teletubbis. hijauuu... serasa menyentuh awan;Positif
Bukit Jaddhih;Enak, nyaman, cuman hati2 aja klo ada yg narik htm lg setelah di lewat pos pembayaran pertama. Kemaren aku kena pungli, buat htm doang habis 50rb;Negatif
Bukit Jaddhih;Tempatnya bagus banget, rasanya gak kayak di madura. Ini bukitnya kapur jadi warna putih gitu, danaunya hijauu bagus ada sampannya juga sekedar buat naik dan foto aja soalnya danaunya kecil. Ada goa, pemandian airpanas juga ada. Enak dateng pas hari efektif pas ga holiday, jadi sepi dan bisa lebih menikmati pemandangannya;Positif
